id,doc_number,staff_id,project_id,period,date,week_label,hours,bill_rate,cost_rate,billable_value,labor_cost
TS-2024-12-00356,TS-2024-0357,staff-professional-services-3,svc-sub-10-1,2024-12,2024-12-13,2024-12-W2,25.1,195.00,135.14,4897.82,3394.31
TS-2024-12-00357,TS-2024-0358,staff-professional-services-3,svc-sub-10-1,2024-12,2024-12-20,2024-12-W3,35.2,195.00,135.14,6863.75,4756.75
TS-2024-12-00358,TS-2024-0359,staff-professional-services-3,svc-sub-10-1,2024-12,2024-12-26,2024-12-W4,30.3,195.00,135.14,5906.64,4093.45
TS-2024-12-00359,TS-2024-0360,staff-professional-services-3,svc-sub-10-1,2024-12,2024-12-31,2024-12-W5,29.8,195.00,135.14,5808.50,4025.44
TS-2024-12-00360,TS-2024-0361,staff-professional-services-2,svc-sub-10-1,2024-12,2024-12-07,2024-12-W1,40.6,176.00,119.28,7137.62,4837.36
TS-2024-12-00361,TS-2024-0362,staff-professional-services-2,svc-sub-10-1,2024-12,2024-12-14,2024-12-W2,40.3,176.00,119.28,7088.44,4804.03
TS-2024-12-00362,TS-2024-0363,staff-professional-services-2,svc-sub-10-1,2024-12,2024-12-19,2024-12-W3,26.1,176.00,119.28,4587.80,3109.28
TS-2024-12-00363,TS-2024-0364,staff-professional-services-2,svc-sub-10-1,2024-12,2024-12-26,2024-12-W4,20.2,176.00,119.28,3560.32,2412.93
TS-2024-12-00364,TS-2024-0365,staff-professional-services-2,svc-sub-10-1,2024-12,2024-12-31,2024-12-W5,22.7,176.00,119.28,3988.00,2702.78
TS-2024-12-00365,TS-2024-0366,staff-professional-services-5,svc-sub-10-2,2024-12,2024-12-08,2024-12-W1,13,198.00,125.79,2577.09,1637.23
TS-2024-12-00366,TS-2024-0367,staff-professional-services-5,svc-sub-10-2,2024-12,2024-12-13,2024-12-W2,18,198.00,125.79,3573.83,2270.47
TS-2024-12-00367,TS-2024-0368,staff-professional-services-5,svc-sub-10-2,2024-12,2024-12-20,2024-12-W3,14.8,198.00,125.79,2921.46,1856.01
TS-2024-12-00368,TS-2024-0369,staff-professional-services-5,svc-sub-10-2,2024-12,2024-12-25,2024-12-W4,16.7,198.00,125.79,3308.72,2102.04
TS-2024-12-00369,TS-2024-0370,staff-professional-services-5,svc-sub-10-2,2024-12,2024-12-31,2024-12-W5,26,198.00,125.79,5139.95,3265.43
TS-2024-12-00370,TS-2024-0371,staff-professional-services-5,svc-sub-11-0,2024-12,2024-12-07,2024-12-W1,8.7,213.00,119.72,1848.49,1038.97
TS-2024-12-00371,TS-2024-0372,staff-professional-services-5,svc-sub-11-0,2024-12,2024-12-14,2024-12-W2,9.2,213.00,119.72,1955.34,1099.03
TS-2024-12-00372,TS-2024-0373,staff-professional-services-5,svc-sub-11-0,2024-12,2024-12-20,2024-12-W3,15.8,213.00,119.72,3370.67,1894.54
TS-2024-12-00373,TS-2024-0374,staff-professional-services-5,svc-sub-11-0,2024-12,2024-12-25,2024-12-W4,15.5,213.00,119.72,3306.11,1858.25
TS-2024-12-00374,TS-2024-0375,staff-professional-services-5,svc-sub-11-0,2024-12,2024-12-31,2024-12-W5,15.7,213.00,119.72,3343.34,1879.18
TS-2024-12-00375,TS-2024-0376,staff-professional-services-4,svc-sub-11-1,2024-12,2024-12-07,2024-12-W1,28.8,191.00,121.60,5495.25,3498.55
TS-2024-12-00376,TS-2024-0377,staff-professional-services-4,svc-sub-11-1,2024-12,2024-12-14,2024-12-W2,31.6,191.00,121.60,6043.19,3847.39
TS-2024-12-00377,TS-2024-0378,staff-professional-services-4,svc-sub-11-1,2024-12,2024-12-20,2024-12-W3,23.2,191.00,121.60,4428.61,2819.47
TS-2024-12-00378,TS-2024-0379,staff-professional-services-4,svc-sub-11-1,2024-12,2024-12-25,2024-12-W4,23.2,191.00,121.60,4435.69,2823.98
TS-2024-12-00379,TS-2024-0380,staff-professional-services-4,svc-sub-11-1,2024-12,2024-12-31,2024-12-W5,23.6,191.00,121.60,4512.51,2872.89
TS-2024-12-00380,TS-2024-0381,staff-professional-services-6,svc-sub-11-2,2024-12,2024-12-07,2024-12-W1,7.1,185.00,115.18,1306.35,813.33
TS-2024-12-00381,TS-2024-0382,staff-professional-services-6,svc-sub-11-2,2024-12,2024-12-14,2024-12-W2,3.8,185.00,115.18,702.67,437.48
TS-2024-12-00382,TS-2024-0383,staff-professional-services-6,svc-sub-11-2,2024-12,2024-12-19,2024-12-W3,3.4,185.00,115.18,622.09,387.31
TS-2024-12-00383,TS-2024-0384,staff-professional-services-6,svc-sub-11-2,2024-12,2024-12-25,2024-12-W4,7.1,185.00,115.18,1304.72,812.31
TS-2024-12-00384,TS-2024-0385,staff-professional-services-6,svc-sub-11-2,2024-12,2024-12-31,2024-12-W5,6.5,185.00,115.18,1207.96,752.07
TS-2025-01-00385,TS-2025-0001,staff-professional-services-5,svc-sub-8-1,2025-01,2025-01-07,2025-01-W1,15.3,201.00,142.25,3067.10,2170.62
TS-2025-01-00386,TS-2025-0002,staff-professional-services-5,svc-sub-8-1,2025-01,2025-01-14,2025-01-W2,21.6,201.00,142.25,4348.48,3077.47
TS-2025-01-00387,TS-2025-0003,staff-professional-services-5,svc-sub-8-1,2025-01,2025-01-20,2025-01-W3,23.2,201.00,142.25,4661.22,3298.80
TS-2025-01-00388,TS-2025-0004,staff-professional-services-5,svc-sub-8-1,2025-01,2025-01-25,2025-01-W4,20.5,201.00,142.25,4114.23,2911.69
TS-2025-01-00389,TS-2025-0005,staff-professional-services-5,svc-sub-8-1,2025-01,2025-01-31,2025-01-W5,21.3,201.00,142.25,4290.50,3036.44
TS-2025-01-00390,TS-2025-0006,staff-professional-services-2,svc-sub-8-1,2025-01,2025-01-07,2025-01-W1,16.7,206.00,139.11,3434.45,2319.25
TS-2025-01-00391,TS-2025-0007,staff-professional-services-2,svc-sub-8-1,2025-01,2025-01-13,2025-01-W2,14.6,206.00,139.11,3014.40,2035.60
TS-2025-01-00392,TS-2025-0008,staff-professional-services-2,svc-sub-8-1,2025-01,2025-01-20,2025-01-W3,19.9,206.00,139.11,4104.20,2771.53
TS-2025-01-00393,TS-2025-0009,staff-professional-services-2,svc-sub-8-1,2025-01,2025-01-26,2025-01-W4,24.5,206.00,139.11,5044.61,3406.58
TS-2025-01-00394,TS-2025-0010,staff-professional-services-2,svc-sub-8-1,2025-01,2025-01-31,2025-01-W5,19.2,206.00,139.11,3957.62,2672.55
TS-2025-01-00395,TS-2025-0011,staff-professional-services-1,svc-sub-9-0,2025-01,2025-01-08,2025-01-W1,26,195.00,126.45,5072.06,3289.04
TS-2025-01-00396,TS-2025-0012,staff-professional-services-1,svc-sub-9-0,2025-01,2025-01-13,2025-01-W2,20.9,195.00,126.45,4081.75,2646.86
TS-2025-01-00397,TS-2025-0013,staff-professional-services-1,svc-sub-9-0,2025-01,2025-01-20,2025-01-W3,14.3,195.00,126.45,2786.38,1806.86
TS-2025-01-00398,TS-2025-0014,staff-professional-services-1,svc-sub-9-0,2025-01,2025-01-25,2025-01-W4,16.7,195.00,126.45,3250.80,2108.02
TS-2025-01-00399,TS-2025-0015,staff-professional-services-1,svc-sub-9-0,2025-01,2025-01-31,2025-01-W5,19.7,195.00,126.45,3850.91,2497.17
TS-2025-01-00400,TS-2025-0016,staff-professional-services-7,svc-sub-9-1,2025-01,2025-01-08,2025-01-W1,20.8,204.00,140.40,4234.55,2914.37
TS-2025-01-00401,TS-2025-0017,staff-professional-services-7,svc-sub-9-1,2025-01,2025-01-13,2025-01-W2,18.6,204.00,140.40,3798.77,2614.45
TS-2025-01-00402,TS-2025-0018,staff-professional-services-7,svc-sub-9-1,2025-01,2025-01-20,2025-01-W3,16.3,204.00,140.40,3327.42,2290.05
TS-2025-01-00403,TS-2025-0019,staff-professional-services-7,svc-sub-9-1,2025-01,2025-01-25,2025-01-W4,18.9,204.00,140.40,3861.06,2657.32
TS-2025-01-00404,TS-2025-0020,staff-professional-services-7,svc-sub-9-1,2025-01,2025-01-31,2025-01-W5,33.1,204.00,140.40,6749.62,4645.33
TS-2025-01-00405,TS-2025-0021,staff-professional-services-3,svc-sub-10-1,2025-01,2025-01-08,2025-01-W1,35.6,179.00,131.12,6369.79,4665.96
TS-2025-01-00406,TS-2025-0022,staff-professional-services-3,svc-sub-10-1,2025-01,2025-01-13,2025-01-W2,24.8,179.00,131.12,4444.79,3255.87
TS-2025-01-00407,TS-2025-0023,staff-professional-services-3,svc-sub-10-1,2025-01,2025-01-19,2025-01-W3,33,179.00,131.12,5906.25,4326.41
TS-2025-01-00408,TS-2025-0024,staff-professional-services-3,svc-sub-10-1,2025-01,2025-01-25,2025-01-W4,30.3,179.00,131.12,5431.41,3978.58
TS-2025-01-00409,TS-2025-0025,staff-professional-services-3,svc-sub-10-1,2025-01,2025-01-31,2025-01-W5,24.6,179.00,131.12,4405.34,3226.97
TS-2025-01-00410,TS-2025-0026,staff-professional-services-0,svc-sub-10-1,2025-01,2025-01-07,2025-01-W1,29.9,182.00,133.53,5449.92,3998.50
TS-2025-01-00411,TS-2025-0027,staff-professional-services-0,svc-sub-10-1,2025-01,2025-01-14,2025-01-W2,35.2,182.00,133.53,6410.79,4703.48
TS-2025-01-00412,TS-2025-0028,staff-professional-services-0,svc-sub-10-1,2025-01,2025-01-19,2025-01-W3,31.7,182.00,133.53,5771.28,4234.28
TS-2025-01-00413,TS-2025-0029,staff-professional-services-0,svc-sub-10-1,2025-01,2025-01-26,2025-01-W4,28.4,182.00,133.53,5164.52,3789.11
TS-2025-01-00414,TS-2025-0030,staff-professional-services-0,svc-sub-10-1,2025-01,2025-01-31,2025-01-W5,32.3,182.00,133.53,5872.84,4308.79
TS-2025-01-00415,TS-2025-0031,staff-professional-services-6,svc-sub-10-2,2025-01,2025-01-07,2025-01-W1,22.7,191.00,114.20,4333.99,2591.32
TS-2025-01-00416,TS-2025-0032,staff-professional-services-6,svc-sub-10-2,2025-01,2025-01-14,2025-01-W2,20,191.00,114.20,3827.40,2288.42
TS-2025-01-00417,TS-2025-0033,staff-professional-services-6,svc-sub-10-2,2025-01,2025-01-19,2025-01-W3,13.5,191.00,114.20,2586.45,1546.45
TS-2025-01-00418,TS-2025-0034,staff-professional-services-6,svc-sub-10-2,2025-01,2025-01-25,2025-01-W4,23.6,191.00,114.20,4500.41,2690.82
TS-2025-01-00419,TS-2025-0035,staff-professional-services-6,svc-sub-10-2,2025-01,2025-01-31,2025-01-W5,13,191.00,114.20,2491.64,1489.77
TS-2025-01-00420,TS-2025-0036,staff-professional-services-4,svc-sub-11-0,2025-01,2025-01-08,2025-01-W1,13.5,197.00,108.74,2666.31,1471.75
TS-2025-01-00421,TS-2025-0037,staff-professional-services-4,svc-sub-11-0,2025-01,2025-01-14,2025-01-W2,12.5,197.00,108.74,2455.17,1355.20
TS-2025-01-00422,TS-2025-0038,staff-professional-services-4,svc-sub-11-0,2025-01,2025-01-20,2025-01-W3,11.3,197.00,108.74,2235.17,1233.77
TS-2025-01-00423,TS-2025-0039,staff-professional-services-4,svc-sub-11-0,2025-01,2025-01-26,2025-01-W4,14.1,197.00,108.74,2773.16,1530.73
TS-2025-01-00424,TS-2025-0040,staff-professional-services-4,svc-sub-11-0,2025-01,2025-01-31,2025-01-W5,19.6,197.00,108.74,3866.80,2134.40
TS-2025-01-00425,TS-2025-0041,staff-professional-services-4,svc-sub-11-1,2025-01,2025-01-08,2025-01-W1,21.3,186.00,112.63,3961.71,2398.96
TS-2025-01-00426,TS-2025-0042,staff-professional-services-4,svc-sub-11-1,2025-01,2025-01-13,2025-01-W2,26.6,186.00,112.63,4956.31,3001.23
TS-2025-01-00427,TS-2025-0043,staff-professional-services-4,svc-sub-11-1,2025-01,2025-01-19,2025-01-W3,28.7,186.00,112.63,5330.37,3227.74
TS-2025-01-00428,TS-2025-0044,staff-professional-services-4,svc-sub-11-1,2025-01,2025-01-26,2025-01-W4,34.1,186.00,112.63,6345.49,3842.43
TS-2025-01-00429,TS-2025-0045,staff-professional-services-4,svc-sub-11-1,2025-01,2025-01-31,2025-01-W5,24.9,186.00,112.63,4632.57,2805.20
TS-2025-01-00430,TS-2025-0046,staff-professional-services-6,svc-sub-11-2,2025-01,2025-01-07,2025-01-W1,5.4,186.00,109.89,1003.30,592.76
TS-2025-01-00431,TS-2025-0047,staff-professional-services-6,svc-sub-11-2,2025-01,2025-01-14,2025-01-W2,4.7,186.00,109.89,871.98,515.17
TS-2025-01-00432,TS-2025-0048,staff-professional-services-6,svc-sub-11-2,2025-01,2025-01-19,2025-01-W3,8,186.00,109.89,1482.41,875.82
TS-2025-01-00433,TS-2025-0049,staff-professional-services-6,svc-sub-11-2,2025-01,2025-01-26,2025-01-W4,4.1,186.00,109.89,757.51,447.54
TS-2025-01-00434,TS-2025-0050,staff-professional-services-6,svc-sub-11-2,2025-01,2025-01-31,2025-01-W5,5.9,186.00,109.89,1092.84,645.66
TS-2025-01-00435,TS-2025-0051,staff-professional-services-2,svc-sub-12-0,2025-01,2025-01-08,2025-01-W1,20.5,208.00,136.22,4264.99,2793.16
TS-2025-01-00436,TS-2025-0052,staff-professional-services-2,svc-sub-12-0,2025-01,2025-01-13,2025-01-W2,17.2,208.00,136.22,3575.72,2341.75
TS-2025-01-00437,TS-2025-0053,staff-professional-services-2,svc-sub-12-0,2025-01,2025-01-20,2025-01-W3,25.6,208.00,136.22,5334.76,3493.75
TS-2025-01-00438,TS-2025-0054,staff-professional-services-2,svc-sub-12-0,2025-01,2025-01-25,2025-01-W4,14.6,208.00,136.22,3027.54,1982.75
TS-2025-01-00439,TS-2025-0055,staff-professional-services-2,svc-sub-12-0,2025-01,2025-01-31,2025-01-W5,29.3,208.00,136.22,6093.91,3990.93
TS-2025-01-00440,TS-2025-0056,staff-professional-services-1,svc-sub-12-2,2025-01,2025-01-08,2025-01-W1,2.6,225.00,132.73,575.38,339.42
TS-2025-01-00441,TS-2025-0057,staff-professional-services-1,svc-sub-12-2,2025-01,2025-01-13,2025-01-W2,3.4,225.00,132.73,760.92,448.88
TS-2025-01-00442,TS-2025-0058,staff-professional-services-1,svc-sub-12-2,2025-01,2025-01-20,2025-01-W3,3.2,225.00,132.73,710.09,418.89
TS-2025-01-00443,TS-2025-0059,staff-professional-services-1,svc-sub-12-2,2025-01,2025-01-25,2025-01-W4,3.6,225.00,132.73,804.24,474.43
TS-2025-01-00444,TS-2025-0060,staff-professional-services-1,svc-sub-12-2,2025-01,2025-01-31,2025-01-W5,1.8,225.00,132.73,404.40,238.56
TS-2025-02-00445,TS-2025-0061,staff-professional-services-7,svc-sub-8-1,2025-02,2025-02-07,2025-02-W1,15.8,204.00,142.85,3218.81,2253.96
TS-2025-02-00446,TS-2025-0062,staff-professional-services-7,svc-sub-8-1,2025-02,2025-02-14,2025-02-W2,18.8,204.00,142.85,3838.44,2687.85
TS-2025-02-00447,TS-2025-0063,staff-professional-services-7,svc-sub-8-1,2025-02,2025-02-19,2025-02-W3,16.8,204.00,142.85,3425.85,2398.93
TS-2025-02-00448,TS-2025-0064,staff-professional-services-7,svc-sub-8-1,2025-02,2025-02-26,2025-02-W4,22.2,204.00,142.85,4536.44,3176.62
TS-2025-02-00449,TS-2025-0065,staff-professional-services-7,svc-sub-8-1,2025-02,2025-02-28,2025-02-W5,29.6,204.00,142.85,6030.96,4223.15
TS-2025-02-00450,TS-2025-0066,staff-professional-services-0,svc-sub-8-1,2025-02,2025-02-08,2025-02-W1,24.8,204.00,140.57,5061.59,3487.78
TS-2025-02-00451,TS-2025-0067,staff-professional-services-0,svc-sub-8-1,2025-02,2025-02-14,2025-02-W2,15.1,204.00,140.57,3078.93,2121.59
TS-2025-02-00452,TS-2025-0068,staff-professional-services-0,svc-sub-8-1,2025-02,2025-02-20,2025-02-W3,13.5,204.00,140.57,2751.73,1896.13
TS-2025-02-00453,TS-2025-0069,staff-professional-services-0,svc-sub-8-1,2025-02,2025-02-26,2025-02-W4,15.4,204.00,140.57,3139.24,2163.15
TS-2025-02-00454,TS-2025-0070,staff-professional-services-0,svc-sub-8-1,2025-02,2025-02-28,2025-02-W5,24.6,204.00,140.57,5020.74,3459.63
TS-2025-02-00455,TS-2025-0071,staff-professional-services-5,svc-sub-9-0,2025-02,2025-02-07,2025-02-W1,13.1,205.00,143.26,2695.16,1883.46
TS-2025-02-00456,TS-2025-0072,staff-professional-services-5,svc-sub-9-0,2025-02,2025-02-14,2025-02-W2,20.7,205.00,143.26,4237.98,2961.62
TS-2025-02-00457,TS-2025-0073,staff-professional-services-5,svc-sub-9-0,2025-02,2025-02-20,2025-02-W3,11.7,205.00,143.26,2395.62,1674.13
TS-2025-02-00458,TS-2025-0074,staff-professional-services-5,svc-sub-9-0,2025-02,2025-02-25,2025-02-W4,17.1,205.00,143.26,3513.29,2455.19
TS-2025-02-00459,TS-2025-0075,staff-professional-services-5,svc-sub-9-0,2025-02,2025-02-28,2025-02-W5,19,205.00,143.26,3895.87,2722.55
TS-2025-02-00460,TS-2025-0076,staff-professional-services-3,svc-sub-9-1,2025-02,2025-02-08,2025-02-W1,25.6,196.00,126.24,5011.54,3227.84
TS-2025-02-00461,TS-2025-0077,staff-professional-services-3,svc-sub-9-1,2025-02,2025-02-13,2025-02-W2,25.2,196.00,126.24,4932.30,3176.80
TS-2025-02-00462,TS-2025-0078,staff-professional-services-3,svc-sub-9-1,2025-02,2025-02-19,2025-02-W3,20,196.00,126.24,3912.48,2519.96
TS-2025-02-00463,TS-2025-0079,staff-professional-services-3,svc-sub-9-1,2025-02,2025-02-26,2025-02-W4,12.9,196.00,126.24,2532.68,1631.25
TS-2025-02-00464,TS-2025-0080,staff-professional-services-3,svc-sub-9-1,2025-02,2025-02-28,2025-02-W5,14.9,196.00,126.24,2923.98,1883.28
TS-2025-02-00465,TS-2025-0081,staff-professional-services-2,svc-sub-10-1,2025-02,2025-02-08,2025-02-W1,34,185.00,132.63,6291.47,4510.47
TS-2025-02-00466,TS-2025-0082,staff-professional-services-2,svc-sub-10-1,2025-02,2025-02-14,2025-02-W2,18.8,185.00,132.63,3486.92,2499.84
TS-2025-02-00467,TS-2025-0083,staff-professional-services-2,svc-sub-10-1,2025-02,2025-02-20,2025-02-W3,20.5,185.00,132.63,3796.64,2721.88
TS-2025-02-00468,TS-2025-0084,staff-professional-services-2,svc-sub-10-1,2025-02,2025-02-25,2025-02-W4,20.2,185.00,132.63,3738.37,2680.11
TS-2025-02-00469,TS-2025-0085,staff-professional-services-2,svc-sub-10-1,2025-02,2025-02-28,2025-02-W5,32.3,185.00,132.63,5971.13,4280.82
TS-2025-02-00470,TS-2025-0086,staff-professional-services-6,svc-sub-10-1,2025-02,2025-02-08,2025-02-W1,23.4,182.00,129.93,4258.70,3040.29
TS-2025-02-00471,TS-2025-0087,staff-professional-services-6,svc-sub-10-1,2025-02,2025-02-13,2025-02-W2,41.9,182.00,129.93,7634.08,5449.98
TS-2025-02-00472,TS-2025-0088,staff-professional-services-6,svc-sub-10-1,2025-02,2025-02-19,2025-02-W3,29.9,182.00,129.93,5435.70,3880.55
TS-2025-02-00473,TS-2025-0089,staff-professional-services-6,svc-sub-10-1,2025-02,2025-02-25,2025-02-W4,41.1,182.00,129.93,7479.94,5339.94
TS-2025-02-00474,TS-2025-0090,staff-professional-services-6,svc-sub-10-1,2025-02,2025-02-28,2025-02-W5,39.7,182.00,129.93,7224.91,5157.87
TS-2025-02-00475,TS-2025-0091,staff-professional-services-4,svc-sub-10-2,2025-02,2025-02-07,2025-02-W1,12.1,198.00,120.32,2395.47,1455.67
TS-2025-02-00476,TS-2025-0092,staff-professional-services-4,svc-sub-10-2,2025-02,2025-02-14,2025-02-W2,23.8,198.00,120.32,4706.53,2860.05
TS-2025-02-00477,TS-2025-0093,staff-professional-services-4,svc-sub-10-2,2025-02,2025-02-19,2025-02-W3,22.1,198.00,120.32,4377.93,2660.37
TS-2025-02-00478,TS-2025-0094,staff-professional-services-4,svc-sub-10-2,2025-02,2025-02-25,2025-02-W4,16.4,198.00,120.32,3252.37,1976.39
TS-2025-02-00479,TS-2025-0095,staff-professional-services-4,svc-sub-10-2,2025-02,2025-02-28,2025-02-W5,15.3,198.00,120.32,3036.80,1845.39
TS-2025-02-00480,TS-2025-0096,staff-professional-services-1,svc-sub-11-0,2025-02,2025-02-08,2025-02-W1,15.1,206.00,121.97,3118.68,1846.53
TS-2025-02-00481,TS-2025-0097,staff-professional-services-1,svc-sub-11-0,2025-02,2025-02-14,2025-02-W2,19.2,206.00,121.97,3961.88,2345.78
TS-2025-02-00482,TS-2025-0098,staff-professional-services-1,svc-sub-11-0,2025-02,2025-02-20,2025-02-W3,11,206.00,121.97,2263.77,1340.35
TS-2025-02-00483,TS-2025-0099,staff-professional-services-1,svc-sub-11-0,2025-02,2025-02-25,2025-02-W4,12.8,206.00,121.97,2635.71,1560.57
TS-2025-02-00484,TS-2025-0100,staff-professional-services-1,svc-sub-11-0,2025-02,2025-02-28,2025-02-W5,9.9,206.00,121.97,2039.61,1207.63
TS-2025-02-00485,TS-2025-0101,staff-professional-services-1,svc-sub-11-1,2025-02,2025-02-07,2025-02-W1,35.3,190.00,125.14,6699.27,4412.35
TS-2025-02-00486,TS-2025-0102,staff-professional-services-1,svc-sub-11-1,2025-02,2025-02-13,2025-02-W2,21.5,190.00,125.14,4077.97,2685.88
TS-2025-02-00487,TS-2025-0103,staff-professional-services-1,svc-sub-11-1,2025-02,2025-02-20,2025-02-W3,28.2,190.00,125.14,5361.49,3531.25
TS-2025-02-00488,TS-2025-0104,staff-professional-services-1,svc-sub-11-1,2025-02,2025-02-25,2025-02-W4,29.5,190.00,125.14,5610.41,3695.19
TS-2025-02-00489,TS-2025-0105,staff-professional-services-1,svc-sub-11-1,2025-02,2025-02-28,2025-02-W5,18.5,190.00,125.14,3518.84,2317.62
TS-2025-02-00490,TS-2025-0106,staff-professional-services-5,svc-sub-11-2,2025-02,2025-02-07,2025-02-W1,5.7,188.00,110.25,1069.79,627.36
TS-2025-02-00491,TS-2025-0107,staff-professional-services-5,svc-sub-11-2,2025-02,2025-02-14,2025-02-W2,3.6,188.00,110.25,679.22,398.32
TS-2025-02-00492,TS-2025-0108,staff-professional-services-5,svc-sub-11-2,2025-02,2025-02-19,2025-02-W3,2.5,188.00,110.25,476.54,279.46
TS-2025-02-00493,TS-2025-0109,staff-professional-services-5,svc-sub-11-2,2025-02,2025-02-26,2025-02-W4,4,188.00,110.25,745.57,437.23
TS-2025-02-00494,TS-2025-0110,staff-professional-services-5,svc-sub-11-2,2025-02,2025-02-28,2025-02-W5,3.8,188.00,110.25,711.92,417.50
TS-2025-02-00495,TS-2025-0111,staff-professional-services-4,svc-sub-12-0,2025-02,2025-02-07,2025-02-W1,14.2,206.00,138.20,2919.34,1958.51
TS-2025-02-00496,TS-2025-0112,staff-professional-services-4,svc-sub-12-0,2025-02,2025-02-14,2025-02-W2,18,206.00,138.20,3709.89,2488.87
TS-2025-02-00497,TS-2025-0113,staff-professional-services-4,svc-sub-12-0,2025-02,2025-02-19,2025-02-W3,30.5,206.00,138.20,6278.37,4211.99
TS-2025-02-00498,TS-2025-0114,staff-professional-services-4,svc-sub-12-0,2025-02,2025-02-25,2025-02-W4,22.4,206.00,138.20,4622.23,3100.93
TS-2025-02-00499,TS-2025-0115,staff-professional-services-4,svc-sub-12-0,2025-02,2025-02-28,2025-02-W5,23.3,206.00,138.20,4803.80,3222.74
TS-2025-02-00500,TS-2025-0116,staff-professional-services-0,svc-sub-12-2,2025-02,2025-02-08,2025-02-W1,2.4,211.00,124.87,510.04,301.84
TS-2025-02-00501,TS-2025-0117,staff-professional-services-0,svc-sub-12-2,2025-02,2025-02-13,2025-02-W2,2.3,211.00,124.87,490.96,290.55
TS-2025-02-00502,TS-2025-0118,staff-professional-services-0,svc-sub-12-2,2025-02,2025-02-20,2025-02-W3,4,211.00,124.87,848.90,502.38
TS-2025-02-00503,TS-2025-0119,staff-professional-services-0,svc-sub-12-2,2025-02,2025-02-26,2025-02-W4,2.9,211.00,124.87,618.51,366.03
TS-2025-02-00504,TS-2025-0120,staff-professional-services-0,svc-sub-12-2,2025-02,2025-02-28,2025-02-W5,3.8,211.00,124.87,791.97,468.69
TS-2025-02-00505,TS-2025-0121,staff-professional-services-3,svc-sub-13-1,2025-02,2025-02-08,2025-02-W1,7.8,208.00,131.98,1625.26,1031.26
TS-2025-02-00506,TS-2025-0122,staff-professional-services-3,svc-sub-13-1,2025-02,2025-02-14,2025-02-W2,4.5,208.00,131.98,926.53,587.90
TS-2025-02-00507,TS-2025-0123,staff-professional-services-3,svc-sub-13-1,2025-02,2025-02-19,2025-02-W3,4.6,208.00,131.98,960.39,609.39
TS-2025-02-00508,TS-2025-0124,staff-professional-services-3,svc-sub-13-1,2025-02,2025-02-26,2025-02-W4,7.1,208.00,131.98,1469.06,932.15
TS-2025-02-00509,TS-2025-0125,staff-professional-services-3,svc-sub-13-1,2025-02,2025-02-28,2025-02-W5,5.8,208.00,131.98,1213.49,769.98
TS-2025-03-00510,TS-2025-0126,staff-professional-services-8,svc-sub-8-1,2025-03,2025-03-07,2025-03-W1,26.8,201.00,133.69,5387.93,3583.64
TS-2025-03-00511,TS-2025-0127,staff-professional-services-8,svc-sub-8-1,2025-03,2025-03-14,2025-03-W2,24.1,201.00,133.69,4840.47,3219.51
TS-2025-03-00512,TS-2025-0128,staff-professional-services-8,svc-sub-8-1,2025-03,2025-03-20,2025-03-W3,23.6,201.00,133.69,4748.97,3158.66
TS-2025-03-00513,TS-2025-0129,staff-professional-services-8,svc-sub-8-1,2025-03,2025-03-26,2025-03-W4,28.2,201.00,133.69,5672.64,3773.01
TS-2025-03-00514,TS-2025-0130,staff-professional-services-8,svc-sub-8-1,2025-03,2025-03-31,2025-03-W5,27,201.00,133.69,5428.27,3610.47
TS-2025-03-00515,TS-2025-0131,staff-professional-services-5,svc-sub-8-1,2025-03,2025-03-08,2025-03-W1,20.3,190.00,128.18,3859.49,2603.73
TS-2025-03-00516,TS-2025-0132,staff-professional-services-5,svc-sub-8-1,2025-03,2025-03-13,2025-03-W2,16.9,190.00,128.18,3214.55,2168.64
TS-2025-03-00517,TS-2025-0133,staff-professional-services-5,svc-sub-8-1,2025-03,2025-03-19,2025-03-W3,20.9,190.00,128.18,3973.12,2680.39
TS-2025-03-00518,TS-2025-0134,staff-professional-services-5,svc-sub-8-1,2025-03,2025-03-26,2025-03-W4,20.5,190.00,128.18,3897.36,2629.28
TS-2025-03-00519,TS-2025-0135,staff-professional-services-5,svc-sub-8-1,2025-03,2025-03-31,2025-03-W5,25.6,190.00,128.18,4860.71,3279.19
TS-2025-03-00520,TS-2025-0136,staff-professional-services-2,svc-sub-9-0,2025-03,2025-03-08,2025-03-W1,5.1,199.00,127.95,1009.55,649.11
TS-2025-03-00521,TS-2025-0137,staff-professional-services-2,svc-sub-9-0,2025-03,2025-03-14,2025-03-W2,8.1,199.00,127.95,1617.12,1039.75
TS-2025-03-00522,TS-2025-0138,staff-professional-services-2,svc-sub-9-0,2025-03,2025-03-19,2025-03-W3,5.3,199.00,127.95,1047.10,673.25
TS-2025-03-00523,TS-2025-0139,staff-professional-services-2,svc-sub-9-0,2025-03,2025-03-26,2025-03-W4,7.4,199.00,127.95,1467.93,943.83
TS-2025-03-00524,TS-2025-0140,staff-professional-services-2,svc-sub-9-0,2025-03,2025-03-31,2025-03-W5,7.6,199.00,127.95,1521.26,978.12
TS-2025-03-00525,TS-2025-0141,staff-professional-services-6,svc-sub-9-1,2025-03,2025-03-07,2025-03-W1,8.6,189.00,122.53,1624.79,1053.36
TS-2025-03-00526,TS-2025-0142,staff-professional-services-6,svc-sub-9-1,2025-03,2025-03-13,2025-03-W2,7.4,189.00,122.53,1405.76,911.36
