entry_id,period,doc_ref,source,memo,account_id,debit,credit
JE-2024-08-06,2024-08,2024-08-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6100,129849.50,0.00
JE-2024-08-06,2024-08,2024-08-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6200,78964.08,0.00
JE-2024-08-06,2024-08,2024-08-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6300,20400.00,0.00
JE-2024-08-06,2024-08,2024-08-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6400,16983.00,0.00
JE-2024-08-06,2024-08,2024-08-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6500,10200.00,0.00
JE-2024-08-06,2024-08,2024-08-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6600,13617.00,0.00
JE-2024-08-06,2024-08,2024-08-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6700,23817.00,0.00
JE-2024-08-06,2024-08,2024-08-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6800,5640.29,0.00
JE-2024-08-06,2024-08,2024-08-ap_bill,ap_bill,Vendor bills (CoR + OpEx),2000,0.00,400715.83
JE-2024-08-07,2024-08,2024-08-ap_bill,ap_bill,AP payments,2000,395239.70,0.00
JE-2024-08-07,2024-08,2024-08-ap_bill,ap_bill,AP payments,1000,0.00,395239.70
JE-2024-08-08,2024-08,2024-08-depreciation,depreciation,Depreciation & amortization,6900,18937.00,0.00
JE-2024-08-08,2024-08,2024-08-depreciation,depreciation,Depreciation & amortization,1500,0.00,18937.00
JE-2024-08-09,2024-08,2024-08-manual,manual,Stock-based compensation (ASC 718),6950,188161.97,0.00
JE-2024-08-09,2024-08,2024-08-manual,manual,Stock-based compensation (ASC 718),3000,0.00,188161.97
JE-2024-08-10,2024-08,2024-08-manual,manual,Operating lease (ASC 842),1600,23000.00,0.00
JE-2024-08-10,2024-08,2024-08-manual,manual,Operating lease (ASC 842),2200,0.00,23000.00
JE-2024-08-11,2024-08,2024-08-manual,manual,Capital expenditures,1500,23730.00,0.00
JE-2024-08-11,2024-08,2024-08-manual,manual,Capital expenditures,1000,0.00,23730.00
JE-2024-08-12,2024-08,2024-08-prepaid_amort,prepaid_amort,Prepaid expense movement,1300,6067.28,0.00
JE-2024-08-12,2024-08,2024-08-prepaid_amort,prepaid_amort,Prepaid expense movement,1000,0.00,6067.28
JE-2024-08-13,2024-08,2024-08-manual,manual,Interest income,1000,14990.92,0.00
JE-2024-08-13,2024-08,2024-08-manual,manual,Interest income,7000,0.00,14990.92
JE-2024-09-00,2024-09,2024-09-invoice,invoice,Subscription revenue recognized,2100,569229.17,0.00
JE-2024-09-00,2024-09,2024-09-invoice,invoice,Subscription revenue recognized,4000,0.00,569229.17
JE-2024-09-01,2024-09,2024-09-invoice,invoice,Subscription billed (annual upfront),1100,1121708.33,0.00
JE-2024-09-01,2024-09,2024-09-invoice,invoice,Subscription billed (annual upfront),2100,0.00,1121708.33
JE-2024-09-02,2024-09,2024-09-invoice,invoice,Services revenue recognized (% complete),1200,106000.00,0.00
JE-2024-09-02,2024-09,2024-09-invoice,invoice,Services revenue recognized (% complete),4100,0.00,106000.00
JE-2024-09-03,2024-09,2024-09-invoice,invoice,Services billed,1100,67000.00,0.00
JE-2024-09-03,2024-09,2024-09-invoice,invoice,Services billed,1200,0.00,67000.00
JE-2024-09-04,2024-09,2024-09-invoice,invoice,Customer collections,1000,1070457.91,0.00
JE-2024-09-04,2024-09,2024-09-invoice,invoice,Customer collections,1100,0.00,1070457.91
JE-2024-09-05,2024-09,2024-09-payroll,payroll,Payroll,5000,102716.67,0.00
JE-2024-09-05,2024-09,2024-09-payroll,payroll,Payroll,6000,501133.33,0.00
JE-2024-09-05,2024-09,2024-09-payroll,payroll,Payroll,1000,0.00,603850.00
JE-2024-09-06,2024-09,2024-09-ap_bill,ap_bill,Vendor bills (CoR + OpEx),5100,123268.96,0.00
JE-2024-09-06,2024-09,2024-09-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6100,132847.00,0.00
JE-2024-09-06,2024-09,2024-09-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6200,94532.08,0.00
JE-2024-09-06,2024-09,2024-09-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6300,20800.00,0.00
JE-2024-09-06,2024-09,2024-09-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6400,17316.00,0.00
JE-2024-09-06,2024-09,2024-09-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6500,10400.00,0.00
JE-2024-09-06,2024-09,2024-09-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6600,13884.00,0.00
JE-2024-09-06,2024-09,2024-09-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6700,24284.00,0.00
JE-2024-09-06,2024-09,2024-09-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6800,6752.29,0.00
JE-2024-09-06,2024-09,2024-09-ap_bill,ap_bill,Vendor bills (CoR + OpEx),2000,0.00,444084.33
JE-2024-09-07,2024-09,2024-09-ap_bill,ap_bill,AP payments,2000,435072.40,0.00
JE-2024-09-07,2024-09,2024-09-ap_bill,ap_bill,AP payments,1000,0.00,435072.40
JE-2024-09-08,2024-09,2024-09-depreciation,depreciation,Depreciation & amortization,6900,19535.67,0.00
JE-2024-09-08,2024-09,2024-09-depreciation,depreciation,Depreciation & amortization,1500,0.00,19535.67
JE-2024-09-09,2024-09,2024-09-manual,manual,Stock-based compensation (ASC 718),6950,193157.80,0.00
JE-2024-09-09,2024-09,2024-09-manual,manual,Stock-based compensation (ASC 718),3000,0.00,193157.80
JE-2024-09-10,2024-09,2024-09-manual,manual,Operating lease (ASC 842),1600,12000.00,0.00
JE-2024-09-10,2024-09,2024-09-manual,manual,Operating lease (ASC 842),2200,0.00,12000.00
JE-2024-09-11,2024-09,2024-09-manual,manual,Capital expenditures,1500,17960.00,0.00
JE-2024-09-11,2024-09,2024-09-manual,manual,Capital expenditures,1000,0.00,17960.00
JE-2024-09-12,2024-09,2024-09-prepaid_amort,prepaid_amort,Prepaid expense movement,1300,7837.83,0.00
JE-2024-09-12,2024-09,2024-09-prepaid_amort,prepaid_amort,Prepaid expense movement,1000,0.00,7837.83
JE-2024-09-13,2024-09,2024-09-manual,manual,Interest income,1000,12948.40,0.00
JE-2024-09-13,2024-09,2024-09-manual,manual,Interest income,7000,0.00,12948.40
JE-2024-10-00,2024-10,2024-10-invoice,invoice,Subscription revenue recognized,2100,606004.17,0.00
JE-2024-10-00,2024-10,2024-10-invoice,invoice,Subscription revenue recognized,4000,0.00,606004.17
JE-2024-10-01,2024-10,2024-10-invoice,invoice,Subscription billed (annual upfront),1100,563683.33,0.00
JE-2024-10-01,2024-10,2024-10-invoice,invoice,Subscription billed (annual upfront),2100,0.00,563683.33
JE-2024-10-02,2024-10,2024-10-invoice,invoice,Services revenue recognized (% complete),1200,155500.00,0.00
JE-2024-10-02,2024-10,2024-10-invoice,invoice,Services revenue recognized (% complete),4100,0.00,155500.00
JE-2024-10-03,2024-10,2024-10-invoice,invoice,Services billed,1100,106000.00,0.00
JE-2024-10-03,2024-10,2024-10-invoice,invoice,Services billed,1200,0.00,106000.00
JE-2024-10-04,2024-10,2024-10-invoice,invoice,Customer collections,1000,651870.25,0.00
JE-2024-10-04,2024-10,2024-10-invoice,invoice,Customer collections,1100,0.00,651870.25
JE-2024-10-05,2024-10,2024-10-payroll,payroll,Payroll,5000,102716.67,0.00
JE-2024-10-05,2024-10,2024-10-payroll,payroll,Payroll,6000,501133.33,0.00
JE-2024-10-05,2024-10,2024-10-payroll,payroll,Payroll,1000,0.00,603850.00
JE-2024-10-06,2024-10,2024-10-ap_bill,ap_bill,Vendor bills (CoR + OpEx),5100,141895.71,0.00
JE-2024-10-06,2024-10,2024-10-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6100,132847.00,0.00
JE-2024-10-06,2024-10,2024-10-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6200,106610.58,0.00
JE-2024-10-06,2024-10,2024-10-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6300,20800.00,0.00
JE-2024-10-06,2024-10,2024-10-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6400,17316.00,0.00
JE-2024-10-06,2024-10,2024-10-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6500,10400.00,0.00
JE-2024-10-06,2024-10,2024-10-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6600,13884.00,0.00
JE-2024-10-06,2024-10,2024-10-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6700,24284.00,0.00
JE-2024-10-06,2024-10,2024-10-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6800,7615.04,0.00
JE-2024-10-06,2024-10,2024-10-ap_bill,ap_bill,Vendor bills (CoR + OpEx),2000,0.00,475652.33
JE-2024-10-07,2024-10,2024-10-ap_bill,ap_bill,AP payments,2000,465329.23,0.00
JE-2024-10-07,2024-10,2024-10-ap_bill,ap_bill,AP payments,1000,0.00,465329.23
JE-2024-10-08,2024-10,2024-10-depreciation,depreciation,Depreciation & amortization,6900,19934.33,0.00
JE-2024-10-08,2024-10,2024-10-depreciation,depreciation,Depreciation & amortization,1500,0.00,19934.33
JE-2024-10-09,2024-10,2024-10-manual,manual,Stock-based compensation (ASC 718),6950,192180.86,0.00
JE-2024-10-09,2024-10,2024-10-manual,manual,Stock-based compensation (ASC 718),3000,0.00,192180.86
JE-2024-10-10,2024-10,2024-10-manual,manual,Capital expenditures,1500,11960.00,0.00
JE-2024-10-10,2024-10,2024-10-manual,manual,Capital expenditures,1000,0.00,11960.00
JE-2024-10-11,2024-10,2024-10-prepaid_amort,prepaid_amort,Prepaid expense movement,1300,7972.12,0.00
JE-2024-10-11,2024-10,2024-10-prepaid_amort,prepaid_amort,Prepaid expense movement,1000,0.00,7972.12
JE-2024-10-12,2024-10,2024-10-manual,manual,Interest income,1000,13010.69,0.00
JE-2024-10-12,2024-10,2024-10-manual,manual,Interest income,7000,0.00,13010.69
JE-2024-11-00,2024-11,2024-11-invoice,invoice,Subscription revenue recognized,2100,699745.83,0.00
JE-2024-11-00,2024-11,2024-11-invoice,invoice,Subscription revenue recognized,4000,0.00,699745.83
JE-2024-11-01,2024-11,2024-11-invoice,invoice,Subscription billed (annual upfront),1100,3343983.33,0.00
JE-2024-11-01,2024-11,2024-11-invoice,invoice,Subscription billed (annual upfront),2100,0.00,3343983.33
JE-2024-11-02,2024-11,2024-11-invoice,invoice,Services revenue recognized (% complete),1200,196000.00,0.00
JE-2024-11-02,2024-11,2024-11-invoice,invoice,Services revenue recognized (% complete),4100,0.00,196000.00
JE-2024-11-03,2024-11,2024-11-invoice,invoice,Services billed,1100,155500.00,0.00
JE-2024-11-03,2024-11,2024-11-invoice,invoice,Services billed,1200,0.00,155500.00
JE-2024-11-04,2024-11,2024-11-invoice,invoice,Customer collections,1000,3104313.23,0.00
JE-2024-11-04,2024-11,2024-11-invoice,invoice,Customer collections,1100,0.00,3104313.23
JE-2024-11-05,2024-11,2024-11-payroll,payroll,Payroll,5000,102716.67,0.00
JE-2024-11-05,2024-11,2024-11-payroll,payroll,Payroll,6000,532425.00,0.00
JE-2024-11-05,2024-11,2024-11-payroll,payroll,Payroll,1000,0.00,635141.67
JE-2024-11-06,2024-11,2024-11-ap_bill,ap_bill,Vendor bills (CoR + OpEx),5100,167956.79,0.00
JE-2024-11-06,2024-11,2024-11-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6100,139731.17,0.00
JE-2024-11-06,2024-11,2024-11-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6200,125404.42,0.00
JE-2024-11-06,2024-11,2024-11-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6300,21600.00,0.00
JE-2024-11-06,2024-11,2024-11-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6400,17982.00,0.00
JE-2024-11-06,2024-11,2024-11-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6500,10800.00,0.00
JE-2024-11-06,2024-11,2024-11-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6600,14418.00,0.00
JE-2024-11-06,2024-11,2024-11-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6700,25218.00,0.00
JE-2024-11-06,2024-11,2024-11-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6800,8957.46,0.00
JE-2024-11-06,2024-11,2024-11-ap_bill,ap_bill,Vendor bills (CoR + OpEx),2000,0.00,532067.83
JE-2024-11-07,2024-11,2024-11-ap_bill,ap_bill,AP payments,2000,518563.24,0.00
JE-2024-11-07,2024-11,2024-11-ap_bill,ap_bill,AP payments,1000,0.00,518563.24
JE-2024-11-08,2024-11,2024-11-depreciation,depreciation,Depreciation & amortization,6900,20748.33,0.00
JE-2024-11-08,2024-11,2024-11-depreciation,depreciation,Depreciation & amortization,1500,0.00,20748.33
JE-2024-11-09,2024-11,2024-11-manual,manual,Stock-based compensation (ASC 718),6950,202912.74,0.00
JE-2024-11-09,2024-11,2024-11-manual,manual,Stock-based compensation (ASC 718),3000,0.00,202912.74
JE-2024-11-10,2024-11,2024-11-manual,manual,Operating lease (ASC 842),1600,23000.00,0.00
JE-2024-11-10,2024-11,2024-11-manual,manual,Operating lease (ASC 842),2200,0.00,23000.00
JE-2024-11-11,2024-11,2024-11-manual,manual,Capital expenditures,1500,24420.00,0.00
JE-2024-11-11,2024-11,2024-11-manual,manual,Capital expenditures,1000,0.00,24420.00
JE-2024-11-12,2024-11,2024-11-prepaid_amort,prepaid_amort,Prepaid expense movement,1300,10151.57,0.00
JE-2024-11-12,2024-11,2024-11-prepaid_amort,prepaid_amort,Prepaid expense movement,1000,0.00,10151.57
JE-2024-11-13,2024-11,2024-11-manual,manual,Interest income,1000,11596.59,0.00
JE-2024-11-13,2024-11,2024-11-manual,manual,Interest income,7000,0.00,11596.59
JE-2024-12-00,2024-12,2024-12-invoice,invoice,Subscription revenue recognized,2100,733579.17,0.00
JE-2024-12-00,2024-12,2024-12-invoice,invoice,Subscription revenue recognized,4000,0.00,733579.17
JE-2024-12-01,2024-12,2024-12-invoice,invoice,Subscription billed (annual upfront),1100,944450.00,0.00
JE-2024-12-01,2024-12,2024-12-invoice,invoice,Subscription billed (annual upfront),2100,0.00,944450.00
JE-2024-12-02,2024-12,2024-12-invoice,invoice,Services revenue recognized (% complete),1200,196000.00,0.00
JE-2024-12-02,2024-12,2024-12-invoice,invoice,Services revenue recognized (% complete),4100,0.00,196000.00
JE-2024-12-03,2024-12,2024-12-invoice,invoice,Services billed,1100,196000.00,0.00
JE-2024-12-03,2024-12,2024-12-invoice,invoice,Services billed,1200,0.00,196000.00
JE-2024-12-04,2024-12,2024-12-invoice,invoice,Customer collections,1000,1101981.30,0.00
JE-2024-12-04,2024-12,2024-12-invoice,invoice,Customer collections,1100,0.00,1101981.30
JE-2024-12-05,2024-12,2024-12-payroll,payroll,Payroll,5000,164346.67,0.00
JE-2024-12-05,2024-12,2024-12-payroll,payroll,Payroll,6000,858093.33,0.00
JE-2024-12-05,2024-12,2024-12-payroll,payroll,Payroll,1000,0.00,1022440.00
JE-2024-12-06,2024-12,2024-12-ap_bill,ap_bill,Vendor bills (CoR + OpEx),5100,173708.46,0.00
JE-2024-12-06,2024-12,2024-12-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6100,224936.80,0.00
JE-2024-12-06,2024-12,2024-12-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6200,130141.08,0.00
JE-2024-12-06,2024-12,2024-12-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6300,22000.00,0.00
JE-2024-12-06,2024-12,2024-12-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6400,18315.00,0.00
JE-2024-12-06,2024-12,2024-12-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6500,11000.00,0.00
JE-2024-12-06,2024-12,2024-12-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6600,14685.00,0.00
JE-2024-12-06,2024-12,2024-12-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6700,25685.00,0.00
JE-2024-12-06,2024-12,2024-12-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6800,9295.79,0.00
JE-2024-12-06,2024-12,2024-12-ap_bill,ap_bill,Vendor bills (CoR + OpEx),2000,0.00,629767.13
JE-2024-12-07,2024-12,2024-12-ap_bill,ap_bill,AP payments,2000,610483.22,0.00
JE-2024-12-07,2024-12,2024-12-ap_bill,ap_bill,AP payments,1000,0.00,610483.22
JE-2024-12-08,2024-12,2024-12-depreciation,depreciation,Depreciation & amortization,6900,21370.00,0.00
JE-2024-12-08,2024-12,2024-12-depreciation,depreciation,Depreciation & amortization,1500,0.00,21370.00
JE-2024-12-09,2024-12,2024-12-manual,manual,Stock-based compensation (ASC 718),6950,202608.11,0.00
JE-2024-12-09,2024-12,2024-12-manual,manual,Stock-based compensation (ASC 718),3000,0.00,202608.11
JE-2024-12-10,2024-12,2024-12-manual,manual,Operating lease (ASC 842),1600,11000.00,0.00
JE-2024-12-10,2024-12,2024-12-manual,manual,Operating lease (ASC 842),2200,0.00,11000.00
JE-2024-12-11,2024-12,2024-12-manual,manual,Capital expenditures,1500,18650.00,0.00
JE-2024-12-11,2024-12,2024-12-manual,manual,Capital expenditures,1000,0.00,18650.00
JE-2024-12-12,2024-12,2024-12-prepaid_amort,prepaid_amort,Prepaid expense movement,1300,18536.09,0.00
JE-2024-12-12,2024-12,2024-12-prepaid_amort,prepaid_amort,Prepaid expense movement,1000,0.00,18536.09
JE-2024-12-13,2024-12,2024-12-manual,manual,Interest income,1000,18022.03,0.00
JE-2024-12-13,2024-12,2024-12-manual,manual,Interest income,7000,0.00,18022.03
JE-2025-01-00,2025-01,2025-01-invoice,invoice,Subscription revenue recognized,2100,758329.17,0.00
JE-2025-01-00,2025-01,2025-01-invoice,invoice,Subscription revenue recognized,4000,0.00,758329.17
JE-2025-01-01,2025-01,2025-01-invoice,invoice,Subscription billed (annual upfront),1100,724550.00,0.00
JE-2025-01-01,2025-01,2025-01-invoice,invoice,Subscription billed (annual upfront),2100,0.00,724550.00
JE-2025-01-02,2025-01,2025-01-invoice,invoice,Services revenue recognized (% complete),1200,224000.00,0.00
JE-2025-01-02,2025-01,2025-01-invoice,invoice,Services revenue recognized (% complete),4100,0.00,224000.00
JE-2025-01-03,2025-01,2025-01-invoice,invoice,Services billed,1100,196000.00,0.00
JE-2025-01-03,2025-01,2025-01-invoice,invoice,Services billed,1200,0.00,196000.00
JE-2025-01-04,2025-01,2025-01-invoice,invoice,Customer collections,1000,892139.38,0.00
JE-2025-01-04,2025-01,2025-01-invoice,invoice,Customer collections,1100,0.00,892139.38
JE-2025-01-05,2025-01,2025-01-payroll,payroll,Payroll,5000,120605.29,0.00
JE-2025-01-05,2025-01,2025-01-payroll,payroll,Payroll,6000,591691.21,0.00
JE-2025-01-05,2025-01,2025-01-payroll,payroll,Payroll,1000,0.00,712296.50
JE-2025-01-06,2025-01,2025-01-ap_bill,ap_bill,Vendor bills (CoR + OpEx),5100,184915.96,0.00
JE-2025-01-06,2025-01,2025-01-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6100,156705.23,0.00
JE-2025-01-06,2025-01,2025-01-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6200,137526.08,0.00
JE-2025-01-06,2025-01,2025-01-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6300,24400.00,0.00
JE-2025-01-06,2025-01,2025-01-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6400,20313.00,0.00
JE-2025-01-06,2025-01,2025-01-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6500,12200.00,0.00
JE-2025-01-06,2025-01,2025-01-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6600,16287.00,0.00
JE-2025-01-06,2025-01,2025-01-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6700,28487.00,0.00
JE-2025-01-06,2025-01,2025-01-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6800,9823.29,0.00
JE-2025-01-06,2025-01,2025-01-ap_bill,ap_bill,Vendor bills (CoR + OpEx),2000,0.00,590657.56
JE-2025-01-07,2025-01,2025-01-ap_bill,ap_bill,AP payments,2000,567143.89,0.00
JE-2025-01-07,2025-01,2025-01-ap_bill,ap_bill,AP payments,1000,0.00,567143.89
JE-2025-01-08,2025-01,2025-01-depreciation,depreciation,Depreciation & amortization,6900,23037.67,0.00
JE-2025-01-08,2025-01,2025-01-depreciation,depreciation,Depreciation & amortization,1500,0.00,23037.67
JE-2025-01-09,2025-01,2025-01-manual,manual,Stock-based compensation (ASC 718),6950,214966.86,0.00
JE-2025-01-09,2025-01,2025-01-manual,manual,Stock-based compensation (ASC 718),3000,0.00,214966.86
JE-2025-01-10,2025-01,2025-01-manual,manual,Operating lease (ASC 842),1600,70000.00,0.00
JE-2025-01-10,2025-01,2025-01-manual,manual,Operating lease (ASC 842),2200,0.00,70000.00
JE-2025-01-11,2025-01,2025-01-manual,manual,Capital expenditures,1500,50030.00,0.00
JE-2025-01-11,2025-01,2025-01-manual,manual,Capital expenditures,1000,0.00,50030.00
JE-2025-01-12,2025-01,2025-01-prepaid_amort,prepaid_amort,Prepaid expense movement,1300,18957.88,0.00
JE-2025-01-12,2025-01,2025-01-prepaid_amort,prepaid_amort,Prepaid expense movement,1000,0.00,18957.88
JE-2025-01-13,2025-01,2025-01-manual,manual,Interest income,1000,16188.35,0.00
JE-2025-01-13,2025-01,2025-01-manual,manual,Interest income,7000,0.00,16188.35
JE-2025-02-00,2025-02,2025-02-invoice,invoice,Subscription revenue recognized,2100,772025.00,0.00
JE-2025-02-00,2025-02,2025-02-invoice,invoice,Subscription revenue recognized,4000,0.00,772025.00
JE-2025-02-01,2025-02,2025-02-invoice,invoice,Subscription billed (annual upfront),1100,331900.00,0.00
JE-2025-02-01,2025-02,2025-02-invoice,invoice,Subscription billed (annual upfront),2100,0.00,331900.00
JE-2025-02-02,2025-02,2025-02-invoice,invoice,Services revenue recognized (% complete),1200,224000.00,0.00
JE-2025-02-02,2025-02,2025-02-invoice,invoice,Services revenue recognized (% complete),4100,0.00,224000.00
JE-2025-02-03,2025-02,2025-02-invoice,invoice,Services billed,1100,224000.00,0.00
JE-2025-02-03,2025-02,2025-02-invoice,invoice,Services billed,1200,0.00,224000.00
JE-2025-02-04,2025-02,2025-02-invoice,invoice,Customer collections,1000,519228.08,0.00
JE-2025-02-04,2025-02,2025-02-invoice,invoice,Customer collections,1100,0.00,519228.08
JE-2025-02-05,2025-02,2025-02-payroll,payroll,Payroll,5000,120605.29,0.00
JE-2025-02-05,2025-02,2025-02-payroll,payroll,Payroll,6000,657532.88,0.00
JE-2025-02-05,2025-02,2025-02-payroll,payroll,Payroll,1000,0.00,778138.17
JE-2025-02-06,2025-02,2025-02-ap_bill,ap_bill,Vendor bills (CoR + OpEx),5100,187244.25,0.00
JE-2025-02-06,2025-02,2025-02-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6100,171190.40,0.00
JE-2025-02-06,2025-02,2025-02-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6200,139443.50,0.00
JE-2025-02-06,2025-02,2025-02-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6300,26400.00,0.00
JE-2025-02-06,2025-02,2025-02-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6400,21978.00,0.00
JE-2025-02-06,2025-02,2025-02-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6500,13200.00,0.00
JE-2025-02-06,2025-02,2025-02-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6600,17622.00,0.00
JE-2025-02-06,2025-02,2025-02-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6700,30822.00,0.00
JE-2025-02-06,2025-02,2025-02-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6800,9960.25,0.00
JE-2025-02-06,2025-02,2025-02-ap_bill,ap_bill,Vendor bills (CoR + OpEx),2000,0.00,617860.40
JE-2025-02-07,2025-02,2025-02-ap_bill,ap_bill,AP payments,2000,592322.49,0.00
JE-2025-02-07,2025-02,2025-02-ap_bill,ap_bill,AP payments,1000,0.00,592322.49
JE-2025-02-08,2025-02,2025-02-depreciation,depreciation,Depreciation & amortization,6900,24543.67,0.00
JE-2025-02-08,2025-02,2025-02-depreciation,depreciation,Depreciation & amortization,1500,0.00,24543.67
JE-2025-02-09,2025-02,2025-02-manual,manual,Stock-based compensation (ASC 718),6950,233891.90,0.00
JE-2025-02-09,2025-02,2025-02-manual,manual,Stock-based compensation (ASC 718),3000,0.00,233891.90
JE-2025-02-10,2025-02,2025-02-manual,manual,Operating lease (ASC 842),1600,57000.00,0.00
JE-2025-02-10,2025-02,2025-02-manual,manual,Operating lease (ASC 842),2200,0.00,57000.00
JE-2025-02-11,2025-02,2025-02-manual,manual,Capital expenditures,1500,45180.00,0.00
JE-2025-02-11,2025-02,2025-02-manual,manual,Capital expenditures,1000,0.00,45180.00
JE-2025-02-12,2025-02,2025-02-prepaid_amort,prepaid_amort,Prepaid expense movement,1300,21551.60,0.00
JE-2025-02-12,2025-02,2025-02-prepaid_amort,prepaid_amort,Prepaid expense movement,1000,0.00,21551.60
JE-2025-02-13,2025-02,2025-02-manual,manual,Interest income,1000,14721.35,0.00
JE-2025-02-13,2025-02,2025-02-manual,manual,Interest income,7000,0.00,14721.35
JE-2025-03-00,2025-03,2025-03-invoice,invoice,Subscription revenue recognized,2100,794654.17,0.00
JE-2025-03-00,2025-03,2025-03-invoice,invoice,Subscription revenue recognized,4000,0.00,794654.17
JE-2025-03-01,2025-03,2025-03-invoice,invoice,Subscription billed (annual upfront),1100,624362.50,0.00
JE-2025-03-01,2025-03,2025-03-invoice,invoice,Subscription billed (annual upfront),2100,0.00,624362.50
JE-2025-03-02,2025-03,2025-03-invoice,invoice,Services revenue recognized (% complete),1200,252000.00,0.00
JE-2025-03-02,2025-03,2025-03-invoice,invoice,Services revenue recognized (% complete),4100,0.00,252000.00
JE-2025-03-03,2025-03,2025-03-invoice,invoice,Services billed,1100,224000.00,0.00
JE-2025-03-03,2025-03,2025-03-invoice,invoice,Services billed,1200,0.00,224000.00
JE-2025-03-04,2025-03,2025-03-invoice,invoice,Customer collections,1000,791001.37,0.00
JE-2025-03-04,2025-03,2025-03-invoice,invoice,Customer collections,1100,0.00,791001.37
JE-2025-03-05,2025-03,2025-03-payroll,payroll,Payroll,5000,126521.96,0.00
JE-2025-03-05,2025-03,2025-03-payroll,payroll,Payroll,6000,689700.83,0.00
JE-2025-03-05,2025-03,2025-03-payroll,payroll,Payroll,1000,0.00,816222.79
JE-2025-03-06,2025-03,2025-03-ap_bill,ap_bill,Vendor bills (CoR + OpEx),5100,198091.21,0.00
JE-2025-03-06,2025-03,2025-03-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6100,179569.01,0.00
JE-2025-03-06,2025-03,2025-03-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6200,146531.58,0.00
JE-2025-03-06,2025-03,2025-03-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6300,28000.00,0.00
JE-2025-03-06,2025-03,2025-03-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6400,23310.00,0.00
JE-2025-03-06,2025-03,2025-03-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6500,14000.00,0.00
JE-2025-03-06,2025-03,2025-03-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6600,18690.00,0.00
JE-2025-03-06,2025-03,2025-03-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6700,32690.00,0.00
JE-2025-03-06,2025-03,2025-03-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6800,10466.54,0.00
