id,doc_number,staff_id,period,period_label,date,gross_pay,employee_taxes,benefits,net_pay
PC-2024-08-1243,PAY-2024-0286,staff-engineering-1,2024-08,2024-08 2nd half,2024-08-31,5666.66,1680.17,407.09,3579.40
PC-2024-09-1244,PAY-2024-0287,staff-engineering-1,2024-09,2024-09 1st half,2024-09-15,5666.67,1680.17,407.09,3579.41
PC-2024-09-1245,PAY-2024-0288,staff-engineering-1,2024-09,2024-09 2nd half,2024-09-30,5666.66,1680.17,407.09,3579.40
PC-2024-10-1246,PAY-2024-0289,staff-engineering-1,2024-10,2024-10 1st half,2024-10-15,5666.67,1680.17,407.09,3579.41
PC-2024-10-1247,PAY-2024-0290,staff-engineering-1,2024-10,2024-10 2nd half,2024-10-31,5666.66,1680.17,407.09,3579.40
PC-2024-11-1248,PAY-2024-0291,staff-engineering-1,2024-11,2024-11 1st half,2024-11-15,5666.67,1680.17,407.09,3579.41
PC-2024-11-1249,PAY-2024-0292,staff-engineering-1,2024-11,2024-11 2nd half,2024-11-30,5666.66,1680.17,407.09,3579.40
PC-2024-01-1250,PAY-2024-0293,staff-engineering-2,2024-01,2024-01 1st half,2024-01-15,8304.17,2628.27,645.78,5030.12
PC-2024-01-1251,PAY-2024-0294,staff-engineering-2,2024-01,2024-01 2nd half,2024-01-31,8304.16,2628.27,645.78,5030.11
PC-2024-02-1252,PAY-2024-0295,staff-engineering-2,2024-02,2024-02 1st half,2024-02-15,8304.17,2628.27,645.78,5030.12
PC-2024-02-1253,PAY-2024-0296,staff-engineering-2,2024-02,2024-02 2nd half,2024-02-29,8304.16,2628.27,645.78,5030.11
PC-2024-03-1254,PAY-2024-0297,staff-engineering-2,2024-03,2024-03 1st half,2024-03-15,8304.17,2628.27,645.78,5030.12
PC-2024-03-1255,PAY-2024-0298,staff-engineering-2,2024-03,2024-03 2nd half,2024-03-31,8304.16,2628.27,645.78,5030.11
PC-2024-04-1256,PAY-2024-0299,staff-engineering-2,2024-04,2024-04 1st half,2024-04-15,8304.17,2628.27,645.78,5030.12
PC-2024-04-1257,PAY-2024-0300,staff-engineering-2,2024-04,2024-04 2nd half,2024-04-30,8304.16,2628.27,645.78,5030.11
PC-2024-05-1258,PAY-2024-0301,staff-engineering-2,2024-05,2024-05 1st half,2024-05-15,8304.17,2628.27,645.78,5030.12
PC-2024-05-1259,PAY-2024-0302,staff-engineering-2,2024-05,2024-05 2nd half,2024-05-31,8304.16,2628.27,645.78,5030.11
PC-2024-06-1260,PAY-2024-0303,staff-engineering-2,2024-06,2024-06 1st half,2024-06-15,8304.17,2628.27,645.78,5030.12
PC-2024-06-1261,PAY-2024-0304,staff-engineering-2,2024-06,2024-06 2nd half,2024-06-30,8304.16,2628.27,645.78,5030.11
PC-2024-07-1262,PAY-2024-0305,staff-engineering-2,2024-07,2024-07 1st half,2024-07-15,8304.17,2628.27,645.78,5030.12
PC-2024-07-1263,PAY-2024-0306,staff-engineering-2,2024-07,2024-07 2nd half,2024-07-31,8304.16,2628.27,645.78,5030.11
PC-2024-08-1264,PAY-2024-0307,staff-engineering-2,2024-08,2024-08 1st half,2024-08-15,8304.17,2628.27,645.78,5030.12
PC-2024-08-1265,PAY-2024-0308,staff-engineering-2,2024-08,2024-08 2nd half,2024-08-31,8304.16,2628.27,645.78,5030.11
PC-2024-09-1266,PAY-2024-0309,staff-engineering-2,2024-09,2024-09 1st half,2024-09-15,8304.17,2628.27,645.78,5030.12
PC-2024-09-1267,PAY-2024-0310,staff-engineering-2,2024-09,2024-09 2nd half,2024-09-30,8304.16,2628.27,645.78,5030.11
PC-2024-10-1268,PAY-2024-0311,staff-engineering-2,2024-10,2024-10 1st half,2024-10-15,8304.17,2628.27,645.78,5030.12
PC-2024-10-1269,PAY-2024-0312,staff-engineering-2,2024-10,2024-10 2nd half,2024-10-31,8304.16,2628.27,645.78,5030.11
PC-2024-11-1270,PAY-2024-0313,staff-engineering-2,2024-11,2024-11 1st half,2024-11-15,8304.17,2269.45,645.78,5388.94
PC-2024-11-1271,PAY-2024-0314,staff-engineering-2,2024-11,2024-11 2nd half,2024-11-30,8304.16,2113.41,645.78,5544.97
PC-2024-12-1272,PAY-2024-0315,staff-engineering-2,2024-12,2024-12 1st half,2024-12-15,13286.67,3381.46,1033.25,8871.96
PC-2024-12-1273,PAY-2024-0316,staff-engineering-2,2024-12,2024-12 2nd half,2024-12-31,13286.66,3381.46,1033.25,8871.95
PC-2025-01-1274,PAY-2025-0397,staff-engineering-2,2025-01,2025-01 1st half,2025-01-15,8594.81,2720.25,668.39,5206.17
PC-2025-01-1275,PAY-2025-0398,staff-engineering-2,2025-01,2025-01 2nd half,2025-01-31,8594.81,2720.25,668.39,5206.17
PC-2025-02-1276,PAY-2025-0399,staff-engineering-2,2025-02,2025-02 1st half,2025-02-15,8594.81,2720.25,668.39,5206.17
PC-2025-02-1277,PAY-2025-0400,staff-engineering-2,2025-02,2025-02 2nd half,2025-02-28,8594.81,2720.25,668.39,5206.17
PC-2025-03-1278,PAY-2025-0401,staff-engineering-2,2025-03,2025-03 1st half,2025-03-15,8594.81,2720.25,668.39,5206.17
PC-2025-03-1279,PAY-2025-0402,staff-engineering-2,2025-03,2025-03 2nd half,2025-03-31,8594.81,2720.25,668.39,5206.17
PC-2025-04-1280,PAY-2025-0403,staff-engineering-2,2025-04,2025-04 1st half,2025-04-15,8594.81,2720.25,668.39,5206.17
PC-2025-04-1281,PAY-2025-0404,staff-engineering-2,2025-04,2025-04 2nd half,2025-04-30,8594.81,2720.25,668.39,5206.17
PC-2025-05-1282,PAY-2025-0405,staff-engineering-2,2025-05,2025-05 1st half,2025-05-15,8594.81,2720.25,668.39,5206.17
PC-2025-05-1283,PAY-2025-0406,staff-engineering-2,2025-05,2025-05 2nd half,2025-05-31,8594.81,2720.25,668.39,5206.17
PC-2025-06-1284,PAY-2025-0407,staff-engineering-2,2025-06,2025-06 1st half,2025-06-15,8594.81,2720.25,668.39,5206.17
PC-2025-06-1285,PAY-2025-0408,staff-engineering-2,2025-06,2025-06 2nd half,2025-06-30,8594.81,2720.25,668.39,5206.17
PC-2025-07-1286,PAY-2025-0409,staff-engineering-2,2025-07,2025-07 1st half,2025-07-15,8594.81,2720.25,668.39,5206.17
PC-2025-07-1287,PAY-2025-0410,staff-engineering-2,2025-07,2025-07 2nd half,2025-07-31,8594.81,2720.25,668.39,5206.17
PC-2025-08-1288,PAY-2025-0411,staff-engineering-2,2025-08,2025-08 1st half,2025-08-15,8594.81,2720.25,668.39,5206.17
PC-2025-08-1289,PAY-2025-0412,staff-engineering-2,2025-08,2025-08 2nd half,2025-08-31,8594.81,2720.25,668.39,5206.17
PC-2025-09-1290,PAY-2025-0413,staff-engineering-2,2025-09,2025-09 1st half,2025-09-15,8594.81,2720.25,668.39,5206.17
PC-2025-09-1291,PAY-2025-0414,staff-engineering-2,2025-09,2025-09 2nd half,2025-09-30,8594.81,2720.25,668.39,5206.17
PC-2025-10-1292,PAY-2025-0415,staff-engineering-2,2025-10,2025-10 1st half,2025-10-15,8594.81,2720.25,668.39,5206.17
PC-2025-10-1293,PAY-2025-0416,staff-engineering-2,2025-10,2025-10 2nd half,2025-10-31,8594.81,2515.88,668.39,5410.54
PC-2025-11-1294,PAY-2025-0417,staff-engineering-2,2025-11,2025-11 1st half,2025-11-15,8594.81,2187.37,668.39,5739.05
PC-2025-11-1295,PAY-2025-0418,staff-engineering-2,2025-11,2025-11 2nd half,2025-11-30,8594.81,2187.37,668.39,5739.05
PC-2025-12-1296,PAY-2025-0419,staff-engineering-2,2025-12,2025-12 1st half,2025-12-15,13751.70,3499.81,1069.42,9182.47
PC-2025-12-1297,PAY-2025-0420,staff-engineering-2,2025-12,2025-12 2nd half,2025-12-31,13751.70,3499.81,1069.42,9182.47
PC-2026-01-1298,PAY-2026-0563,staff-engineering-2,2026-01,2026-01 1st half,2026-01-15,8895.63,2815.47,691.78,5388.38
PC-2026-01-1299,PAY-2026-0564,staff-engineering-2,2026-01,2026-01 2nd half,2026-01-31,8895.63,2815.47,691.78,5388.38
PC-2026-02-1300,PAY-2026-0565,staff-engineering-2,2026-02,2026-02 1st half,2026-02-15,8895.63,2815.47,691.78,5388.38
PC-2026-02-1301,PAY-2026-0566,staff-engineering-2,2026-02,2026-02 2nd half,2026-02-28,8895.63,2815.47,691.78,5388.38
PC-2026-03-1302,PAY-2026-0567,staff-engineering-2,2026-03,2026-03 1st half,2026-03-15,8895.63,2815.47,691.78,5388.38
PC-2026-03-1303,PAY-2026-0568,staff-engineering-2,2026-03,2026-03 2nd half,2026-03-31,8895.63,2815.47,691.78,5388.38
PC-2026-04-1304,PAY-2026-0569,staff-engineering-2,2026-04,2026-04 1st half,2026-04-15,8895.63,2815.47,691.78,5388.38
PC-2026-04-1305,PAY-2026-0570,staff-engineering-2,2026-04,2026-04 2nd half,2026-04-30,8895.63,2815.47,691.78,5388.38
PC-2026-05-1306,PAY-2026-0571,staff-engineering-2,2026-05,2026-05 1st half,2026-05-15,8895.63,2815.47,691.78,5388.38
PC-2026-05-1307,PAY-2026-0572,staff-engineering-2,2026-05,2026-05 2nd half,2026-05-31,8895.63,2815.47,691.78,5388.38
PC-2026-06-1308,PAY-2026-0573,staff-engineering-2,2026-06,2026-06 1st half,2026-06-15,8895.63,2815.47,691.78,5388.38
PC-2026-06-1309,PAY-2026-0574,staff-engineering-2,2026-06,2026-06 2nd half,2026-06-30,8895.63,2815.47,691.78,5388.38
PC-2026-07-1310,PAY-2026-0575,staff-engineering-2,2026-07,2026-07 1st half,2026-07-15,8895.63,2815.47,691.78,5388.38
PC-2026-07-1311,PAY-2026-0576,staff-engineering-2,2026-07,2026-07 2nd half,2026-07-31,8895.63,2815.47,691.78,5388.38
PC-2026-08-1312,PAY-2026-0577,staff-engineering-2,2026-08,2026-08 1st half,2026-08-15,8895.63,2815.47,691.78,5388.38
PC-2026-08-1313,PAY-2026-0578,staff-engineering-2,2026-08,2026-08 2nd half,2026-08-31,8895.63,2815.47,691.78,5388.38
PC-2026-09-1314,PAY-2026-0579,staff-engineering-2,2026-09,2026-09 1st half,2026-09-15,8895.63,2815.47,691.78,5388.38
PC-2026-09-1315,PAY-2026-0580,staff-engineering-2,2026-09,2026-09 2nd half,2026-09-30,8895.63,2815.47,691.78,5388.38
PC-2026-10-1316,PAY-2026-0581,staff-engineering-2,2026-10,2026-10 1st half,2026-10-15,8895.63,2789.62,691.78,5414.23
PC-2026-10-1317,PAY-2026-0582,staff-engineering-2,2026-10,2026-10 2nd half,2026-10-31,8895.63,2263.94,691.78,5939.91
PC-2026-11-1318,PAY-2026-0583,staff-engineering-2,2026-11,2026-11 1st half,2026-11-15,8895.63,2263.94,691.78,5939.91
PC-2026-11-1319,PAY-2026-0584,staff-engineering-2,2026-11,2026-11 2nd half,2026-11-30,8895.63,2263.94,691.78,5939.91
PC-2026-12-1320,PAY-2026-0585,staff-engineering-2,2026-12,2026-12 1st half,2026-12-15,14233.01,3622.30,1106.85,9503.86
PC-2026-12-1321,PAY-2026-0586,staff-engineering-2,2026-12,2026-12 2nd half,2026-12-31,14233.01,3622.30,1106.85,9503.86
PC-2024-01-1322,PAY-2024-0317,staff-engineering-3,2024-01,2024-01 1st half,2024-01-15,5741.67,1702.40,479.68,3559.59
PC-2024-01-1323,PAY-2024-0318,staff-engineering-3,2024-01,2024-01 2nd half,2024-01-31,5741.66,1702.40,479.68,3559.58
PC-2024-02-1324,PAY-2024-0319,staff-engineering-3,2024-02,2024-02 1st half,2024-02-15,5741.67,1702.40,479.68,3559.59
PC-2024-02-1325,PAY-2024-0320,staff-engineering-3,2024-02,2024-02 2nd half,2024-02-29,5741.66,1702.40,479.68,3559.58
PC-2024-03-1326,PAY-2024-0321,staff-engineering-3,2024-03,2024-03 1st half,2024-03-15,5741.67,1702.40,479.68,3559.59
PC-2024-03-1327,PAY-2024-0322,staff-engineering-3,2024-03,2024-03 2nd half,2024-03-31,5741.66,1702.40,479.68,3559.58
PC-2024-04-1328,PAY-2024-0323,staff-engineering-3,2024-04,2024-04 1st half,2024-04-15,5741.67,1702.40,479.68,3559.59
PC-2024-04-1329,PAY-2024-0324,staff-engineering-3,2024-04,2024-04 2nd half,2024-04-30,5741.66,1702.40,479.68,3559.58
PC-2024-05-1330,PAY-2024-0325,staff-engineering-3,2024-05,2024-05 1st half,2024-05-15,5741.67,1702.40,479.68,3559.59
PC-2024-05-1331,PAY-2024-0326,staff-engineering-3,2024-05,2024-05 2nd half,2024-05-31,5741.66,1702.40,479.68,3559.58
PC-2024-06-1332,PAY-2024-0327,staff-engineering-3,2024-06,2024-06 1st half,2024-06-15,5741.67,1702.40,479.68,3559.59
PC-2024-06-1333,PAY-2024-0328,staff-engineering-3,2024-06,2024-06 2nd half,2024-06-30,5741.66,1702.40,479.68,3559.58
PC-2024-07-1334,PAY-2024-0329,staff-engineering-3,2024-07,2024-07 1st half,2024-07-15,5741.67,1702.40,479.68,3559.59
PC-2024-07-1335,PAY-2024-0330,staff-engineering-3,2024-07,2024-07 2nd half,2024-07-31,5741.66,1702.40,479.68,3559.58
PC-2024-08-1336,PAY-2024-0331,staff-engineering-3,2024-08,2024-08 1st half,2024-08-15,5741.67,1702.40,479.68,3559.59
PC-2024-08-1337,PAY-2024-0332,staff-engineering-3,2024-08,2024-08 2nd half,2024-08-31,5741.66,1702.40,479.68,3559.58
PC-2024-09-1338,PAY-2024-0333,staff-engineering-3,2024-09,2024-09 1st half,2024-09-15,5741.67,1702.40,479.68,3559.59
PC-2024-09-1339,PAY-2024-0334,staff-engineering-3,2024-09,2024-09 2nd half,2024-09-30,5741.66,1702.40,479.68,3559.58
PC-2024-10-1340,PAY-2024-0335,staff-engineering-3,2024-10,2024-10 1st half,2024-10-15,5741.67,1702.40,479.68,3559.59
PC-2024-10-1341,PAY-2024-0336,staff-engineering-3,2024-10,2024-10 2nd half,2024-10-31,5741.66,1702.40,479.68,3559.58
PC-2024-11-1342,PAY-2024-0337,staff-engineering-3,2024-11,2024-11 1st half,2024-11-15,5741.67,1702.40,479.68,3559.59
PC-2024-11-1343,PAY-2024-0338,staff-engineering-3,2024-11,2024-11 2nd half,2024-11-30,5741.66,1702.40,479.68,3559.58
PC-2024-12-1344,PAY-2024-0339,staff-engineering-3,2024-12,2024-12 1st half,2024-12-15,9186.67,2723.85,767.49,5695.33
PC-2024-12-1345,PAY-2024-0340,staff-engineering-3,2024-12,2024-12 2nd half,2024-12-31,9186.66,2723.85,767.49,5695.32
PC-2025-01-1346,PAY-2025-0421,staff-engineering-3,2025-01,2025-01 1st half,2025-01-15,5942.63,1761.99,496.47,3684.17
PC-2025-01-1347,PAY-2025-0422,staff-engineering-3,2025-01,2025-01 2nd half,2025-01-31,5942.62,1761.99,496.47,3684.16
PC-2025-02-1348,PAY-2025-0423,staff-engineering-3,2025-02,2025-02 1st half,2025-02-15,5942.63,1761.99,496.47,3684.17
PC-2025-02-1349,PAY-2025-0424,staff-engineering-3,2025-02,2025-02 2nd half,2025-02-28,5942.62,1761.99,496.47,3684.16
PC-2025-03-1350,PAY-2025-0425,staff-engineering-3,2025-03,2025-03 1st half,2025-03-15,5942.63,1761.99,496.47,3684.17
PC-2025-03-1351,PAY-2025-0426,staff-engineering-3,2025-03,2025-03 2nd half,2025-03-31,5942.62,1761.99,496.47,3684.16
PC-2025-04-1352,PAY-2025-0427,staff-engineering-3,2025-04,2025-04 1st half,2025-04-15,5942.63,1761.99,496.47,3684.17
PC-2025-04-1353,PAY-2025-0428,staff-engineering-3,2025-04,2025-04 2nd half,2025-04-30,5942.62,1761.99,496.47,3684.16
PC-2025-05-1354,PAY-2025-0429,staff-engineering-3,2025-05,2025-05 1st half,2025-05-15,5942.63,1761.99,496.47,3684.17
PC-2025-05-1355,PAY-2025-0430,staff-engineering-3,2025-05,2025-05 2nd half,2025-05-31,5942.62,1761.99,496.47,3684.16
PC-2025-06-1356,PAY-2025-0431,staff-engineering-3,2025-06,2025-06 1st half,2025-06-15,5942.63,1761.99,496.47,3684.17
PC-2025-06-1357,PAY-2025-0432,staff-engineering-3,2025-06,2025-06 2nd half,2025-06-30,5942.62,1761.99,496.47,3684.16
PC-2025-07-1358,PAY-2025-0433,staff-engineering-3,2025-07,2025-07 1st half,2025-07-15,5942.63,1761.99,496.47,3684.17
PC-2025-07-1359,PAY-2025-0434,staff-engineering-3,2025-07,2025-07 2nd half,2025-07-31,5942.62,1761.99,496.47,3684.16
PC-2025-08-1360,PAY-2025-0435,staff-engineering-3,2025-08,2025-08 1st half,2025-08-15,5942.63,1761.99,496.47,3684.17
PC-2025-08-1361,PAY-2025-0436,staff-engineering-3,2025-08,2025-08 2nd half,2025-08-31,5942.62,1761.99,496.47,3684.16
PC-2025-09-1362,PAY-2025-0437,staff-engineering-3,2025-09,2025-09 1st half,2025-09-15,5942.63,1761.99,496.47,3684.17
PC-2025-09-1363,PAY-2025-0438,staff-engineering-3,2025-09,2025-09 2nd half,2025-09-30,5942.62,1761.99,496.47,3684.16
PC-2025-10-1364,PAY-2025-0439,staff-engineering-3,2025-10,2025-10 1st half,2025-10-15,5942.63,1761.99,496.47,3684.17
PC-2025-10-1365,PAY-2025-0440,staff-engineering-3,2025-10,2025-10 2nd half,2025-10-31,5942.62,1761.99,496.47,3684.16
PC-2025-11-1366,PAY-2025-0441,staff-engineering-3,2025-11,2025-11 1st half,2025-11-15,5942.63,1761.99,496.47,3684.17
PC-2025-11-1367,PAY-2025-0442,staff-engineering-3,2025-11,2025-11 2nd half,2025-11-30,5942.62,1761.99,496.47,3684.16
PC-2025-12-1368,PAY-2025-0443,staff-engineering-3,2025-12,2025-12 1st half,2025-12-15,9508.20,2819.18,794.35,5894.67
PC-2025-12-1369,PAY-2025-0444,staff-engineering-3,2025-12,2025-12 2nd half,2025-12-31,9508.20,2819.18,794.35,5894.67
PC-2026-01-1370,PAY-2026-0587,staff-engineering-3,2026-01,2026-01 1st half,2026-01-15,6150.62,1823.66,513.85,3813.11
PC-2026-01-1371,PAY-2026-0588,staff-engineering-3,2026-01,2026-01 2nd half,2026-01-31,6150.61,1823.65,513.84,3813.12
PC-2026-02-1372,PAY-2026-0589,staff-engineering-3,2026-02,2026-02 1st half,2026-02-15,6150.62,1823.66,513.85,3813.11
PC-2026-02-1373,PAY-2026-0590,staff-engineering-3,2026-02,2026-02 2nd half,2026-02-28,6150.61,1823.65,513.84,3813.12
PC-2026-03-1374,PAY-2026-0591,staff-engineering-3,2026-03,2026-03 1st half,2026-03-15,6150.62,1823.66,513.85,3813.11
PC-2026-03-1375,PAY-2026-0592,staff-engineering-3,2026-03,2026-03 2nd half,2026-03-31,6150.61,1823.65,513.84,3813.12
PC-2026-04-1376,PAY-2026-0593,staff-engineering-3,2026-04,2026-04 1st half,2026-04-15,6150.62,1823.66,513.85,3813.11
PC-2026-04-1377,PAY-2026-0594,staff-engineering-3,2026-04,2026-04 2nd half,2026-04-30,6150.61,1823.65,513.84,3813.12
PC-2026-05-1378,PAY-2026-0595,staff-engineering-3,2026-05,2026-05 1st half,2026-05-15,6150.62,1823.66,513.85,3813.11
PC-2026-05-1379,PAY-2026-0596,staff-engineering-3,2026-05,2026-05 2nd half,2026-05-31,6150.61,1823.65,513.84,3813.12
PC-2026-06-1380,PAY-2026-0597,staff-engineering-3,2026-06,2026-06 1st half,2026-06-15,6150.62,1823.66,513.85,3813.11
PC-2026-06-1381,PAY-2026-0598,staff-engineering-3,2026-06,2026-06 2nd half,2026-06-30,6150.61,1823.65,513.84,3813.12
PC-2026-07-1382,PAY-2026-0599,staff-engineering-3,2026-07,2026-07 1st half,2026-07-15,6150.62,1823.66,513.85,3813.11
PC-2026-07-1383,PAY-2026-0600,staff-engineering-3,2026-07,2026-07 2nd half,2026-07-31,6150.61,1823.65,513.84,3813.12
PC-2026-08-1384,PAY-2026-0601,staff-engineering-3,2026-08,2026-08 1st half,2026-08-15,6150.62,1823.66,513.85,3813.11
PC-2026-08-1385,PAY-2026-0602,staff-engineering-3,2026-08,2026-08 2nd half,2026-08-31,6150.61,1823.65,513.84,3813.12
PC-2026-09-1386,PAY-2026-0603,staff-engineering-3,2026-09,2026-09 1st half,2026-09-15,6150.62,1823.66,513.85,3813.11
PC-2026-09-1387,PAY-2026-0604,staff-engineering-3,2026-09,2026-09 2nd half,2026-09-30,6150.61,1823.65,513.84,3813.12
PC-2026-10-1388,PAY-2026-0605,staff-engineering-3,2026-10,2026-10 1st half,2026-10-15,6150.62,1823.66,513.85,3813.11
PC-2026-10-1389,PAY-2026-0606,staff-engineering-3,2026-10,2026-10 2nd half,2026-10-31,6150.61,1823.65,513.84,3813.12
PC-2026-11-1390,PAY-2026-0607,staff-engineering-3,2026-11,2026-11 1st half,2026-11-15,6150.62,1823.66,513.85,3813.11
PC-2026-11-1391,PAY-2026-0608,staff-engineering-3,2026-11,2026-11 2nd half,2026-11-30,6150.61,1823.65,513.84,3813.12
PC-2026-12-1392,PAY-2026-0609,staff-engineering-3,2026-12,2026-12 1st half,2026-12-15,9840.99,2917.85,822.15,6100.99
PC-2026-12-1393,PAY-2026-0610,staff-engineering-3,2026-12,2026-12 2nd half,2026-12-31,9840.98,2917.85,822.15,6100.98
PC-2024-01-1394,PAY-2024-0341,staff-engineering-4,2024-01,2024-01 1st half,2024-01-15,7191.67,2132.33,576.64,4482.70
PC-2024-01-1395,PAY-2024-0342,staff-engineering-4,2024-01,2024-01 2nd half,2024-01-31,7191.66,2132.33,576.64,4482.69
PC-2024-02-1396,PAY-2024-0343,staff-engineering-4,2024-02,2024-02 1st half,2024-02-15,7191.67,2132.33,576.64,4482.70
PC-2024-02-1397,PAY-2024-0344,staff-engineering-4,2024-02,2024-02 2nd half,2024-02-29,7191.66,2132.33,576.64,4482.69
PC-2024-03-1398,PAY-2024-0345,staff-engineering-4,2024-03,2024-03 1st half,2024-03-15,7191.67,2132.33,576.64,4482.70
PC-2024-03-1399,PAY-2024-0346,staff-engineering-4,2024-03,2024-03 2nd half,2024-03-31,7191.66,2132.33,576.64,4482.69
PC-2024-04-1400,PAY-2024-0347,staff-engineering-4,2024-04,2024-04 1st half,2024-04-15,7191.67,2132.33,576.64,4482.70
PC-2024-04-1401,PAY-2024-0348,staff-engineering-4,2024-04,2024-04 2nd half,2024-04-30,7191.66,2132.33,576.64,4482.69
PC-2024-05-1402,PAY-2024-0349,staff-engineering-4,2024-05,2024-05 1st half,2024-05-15,7191.67,2132.33,576.64,4482.70
PC-2024-05-1403,PAY-2024-0350,staff-engineering-4,2024-05,2024-05 2nd half,2024-05-31,7191.66,2132.33,576.64,4482.69
PC-2024-06-1404,PAY-2024-0351,staff-engineering-4,2024-06,2024-06 1st half,2024-06-15,7191.67,2132.33,576.64,4482.70
PC-2024-06-1405,PAY-2024-0352,staff-engineering-4,2024-06,2024-06 2nd half,2024-06-30,7191.66,2132.33,576.64,4482.69
PC-2024-07-1406,PAY-2024-0353,staff-engineering-4,2024-07,2024-07 1st half,2024-07-15,7191.67,2132.33,576.64,4482.70
PC-2024-07-1407,PAY-2024-0354,staff-engineering-4,2024-07,2024-07 2nd half,2024-07-31,7191.66,2132.33,576.64,4482.69
PC-2024-08-1408,PAY-2024-0355,staff-engineering-4,2024-08,2024-08 1st half,2024-08-15,7191.67,2132.33,576.64,4482.70
PC-2024-08-1409,PAY-2024-0356,staff-engineering-4,2024-08,2024-08 2nd half,2024-08-31,7191.66,2132.33,576.64,4482.69
PC-2024-09-1410,PAY-2024-0357,staff-engineering-4,2024-09,2024-09 1st half,2024-09-15,7191.67,2132.33,576.64,4482.70
PC-2024-09-1411,PAY-2024-0358,staff-engineering-4,2024-09,2024-09 2nd half,2024-09-30,7191.66,2132.33,576.64,4482.69
PC-2024-10-1412,PAY-2024-0359,staff-engineering-4,2024-10,2024-10 1st half,2024-10-15,7191.67,2132.33,576.64,4482.70
PC-2024-10-1413,PAY-2024-0360,staff-engineering-4,2024-10,2024-10 2nd half,2024-10-31,7191.66,2132.33,576.64,4482.69
PC-2024-11-1414,PAY-2024-0361,staff-engineering-4,2024-11,2024-11 1st half,2024-11-15,7191.67,2132.33,576.64,4482.70
PC-2024-11-1415,PAY-2024-0362,staff-engineering-4,2024-11,2024-11 2nd half,2024-11-30,7191.66,2132.33,576.64,4482.69
PC-2024-12-1416,PAY-2024-0363,staff-engineering-4,2024-12,2024-12 1st half,2024-12-15,11506.67,3342.09,922.63,7241.95
PC-2024-12-1417,PAY-2024-0364,staff-engineering-4,2024-12,2024-12 2nd half,2024-12-31,11506.66,2698.32,922.63,7885.71
PC-2025-01-1418,PAY-2025-0445,staff-engineering-4,2025-01,2025-01 1st half,2025-01-15,7443.38,2206.96,596.82,4639.60
PC-2025-01-1419,PAY-2025-0446,staff-engineering-4,2025-01,2025-01 2nd half,2025-01-31,7443.37,2206.96,596.82,4639.59
PC-2025-02-1420,PAY-2025-0447,staff-engineering-4,2025-02,2025-02 1st half,2025-02-15,7443.38,2206.96,596.82,4639.60
PC-2025-02-1421,PAY-2025-0448,staff-engineering-4,2025-02,2025-02 2nd half,2025-02-28,7443.37,2206.96,596.82,4639.59
PC-2024-01-1422,PAY-2024-0365,staff-engineering-5,2024-01,2024-01 1st half,2024-01-15,8687.50,2749.60,744.44,5193.46
PC-2024-01-1423,PAY-2024-0366,staff-engineering-5,2024-01,2024-01 2nd half,2024-01-31,8687.50,2749.60,744.44,5193.46
PC-2024-02-1424,PAY-2024-0367,staff-engineering-5,2024-02,2024-02 1st half,2024-02-15,8687.50,2749.60,744.44,5193.46
PC-2024-02-1425,PAY-2024-0368,staff-engineering-5,2024-02,2024-02 2nd half,2024-02-29,8687.50,2749.60,744.44,5193.46
PC-2024-03-1426,PAY-2024-0369,staff-engineering-5,2024-03,2024-03 1st half,2024-03-15,8687.50,2749.60,744.44,5193.46
PC-2024-03-1427,PAY-2024-0370,staff-engineering-5,2024-03,2024-03 2nd half,2024-03-31,8687.50,2749.60,744.44,5193.46
PC-2024-04-1428,PAY-2024-0371,staff-engineering-5,2024-04,2024-04 1st half,2024-04-15,8687.50,2749.60,744.44,5193.46
PC-2024-04-1429,PAY-2024-0372,staff-engineering-5,2024-04,2024-04 2nd half,2024-04-30,8687.50,2749.60,744.44,5193.46
PC-2024-05-1430,PAY-2024-0373,staff-engineering-5,2024-05,2024-05 1st half,2024-05-15,8687.50,2749.60,744.44,5193.46
PC-2024-05-1431,PAY-2024-0374,staff-engineering-5,2024-05,2024-05 2nd half,2024-05-31,8687.50,2749.60,744.44,5193.46
PC-2024-06-1432,PAY-2024-0375,staff-engineering-5,2024-06,2024-06 1st half,2024-06-15,8687.50,2749.60,744.44,5193.46
PC-2024-06-1433,PAY-2024-0376,staff-engineering-5,2024-06,2024-06 2nd half,2024-06-30,8687.50,2749.60,744.44,5193.46
PC-2024-07-1434,PAY-2024-0377,staff-engineering-5,2024-07,2024-07 1st half,2024-07-15,8687.50,2749.60,744.44,5193.46
PC-2024-07-1435,PAY-2024-0378,staff-engineering-5,2024-07,2024-07 2nd half,2024-07-31,8687.50,2749.60,744.44,5193.46
PC-2024-08-1436,PAY-2024-0379,staff-engineering-5,2024-08,2024-08 1st half,2024-08-15,8687.50,2749.60,744.44,5193.46
PC-2024-08-1437,PAY-2024-0380,staff-engineering-5,2024-08,2024-08 2nd half,2024-08-31,8687.50,2749.60,744.44,5193.46
PC-2024-09-1438,PAY-2024-0381,staff-engineering-5,2024-09,2024-09 1st half,2024-09-15,8687.50,2749.60,744.44,5193.46
PC-2024-09-1439,PAY-2024-0382,staff-engineering-5,2024-09,2024-09 2nd half,2024-09-30,8687.50,2749.60,744.44,5193.46
