contract_id,customer_id,customer_name,tier,period,recognized,deferred,arr
C-sub-init-20,sub-init-20,Plumb,growth,2025-01,16216.67,32433.33,194600.00
C-sub-init-20,sub-init-20,Plumb,growth,2025-02,16216.67,16216.67,194600.00
C-sub-init-20,sub-init-20,Plumb,growth,2025-03,16216.67,0.00,194600.00
C-sub-init-20,sub-init-20,Plumb,growth,2025-04,16216.67,178383.33,194600.00
C-sub-init-20,sub-init-20,Plumb,growth,2025-05,16216.67,162166.67,194600.00
C-sub-init-20,sub-init-20,Plumb,growth,2025-06,16216.67,145950.00,194600.00
C-sub-init-20,sub-init-20,Plumb,growth,2025-07,16216.67,129733.33,194600.00
C-sub-init-20,sub-init-20,Plumb,growth,2025-08,16216.67,113516.67,194600.00
C-sub-init-20,sub-init-20,Plumb,growth,2025-09,16216.67,97300.00,194600.00
C-sub-init-20,sub-init-20,Plumb,growth,2025-10,16216.67,81083.33,194600.00
C-sub-init-20,sub-init-20,Plumb,growth,2025-11,16216.67,64866.67,194600.00
C-sub-init-20,sub-init-20,Plumb,growth,2025-12,16216.67,48650.00,194600.00
C-sub-init-20,sub-init-20,Plumb,growth,2026-01,17350.00,34700.00,208200.00
C-sub-init-20,sub-init-20,Plumb,growth,2026-02,17350.00,17350.00,208200.00
C-sub-init-20,sub-init-20,Plumb,growth,2026-03,17350.00,0.00,208200.00
C-sub-init-20,sub-init-20,Plumb,growth,2026-04,17350.00,190850.00,208200.00
C-sub-init-20,sub-init-20,Plumb,growth,2026-05,17350.00,173500.00,208200.00
C-sub-init-20,sub-init-20,Plumb,growth,2026-06,17350.00,156150.00,208200.00
C-sub-init-20,sub-init-20,Plumb,growth,2026-07,17350.00,138800.00,208200.00
C-sub-init-20,sub-init-20,Plumb,growth,2026-08,17350.00,121450.00,208200.00
C-sub-init-20,sub-init-20,Plumb,growth,2026-09,17350.00,104100.00,208200.00
C-sub-init-20,sub-init-20,Plumb,growth,2026-10,17350.00,86750.00,208200.00
C-sub-init-20,sub-init-20,Plumb,growth,2026-11,17350.00,69400.00,208200.00
C-sub-init-20,sub-init-20,Plumb,growth,2026-12,17350.00,52050.00,208200.00
C-sub-init-21,sub-init-21,Gridline,starter,2024-01,3145.83,3145.83,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2024-02,3145.83,0.00,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2024-03,3145.83,34604.17,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2024-04,3145.83,31458.33,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2024-05,3145.83,28312.50,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2024-06,3145.83,25166.67,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2024-07,3145.83,22020.83,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2024-08,3145.83,18875.00,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2024-09,3145.83,15729.17,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2024-10,3145.83,12583.33,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2024-11,3145.83,9437.50,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2024-12,3145.83,6291.67,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2025-01,3145.83,3145.83,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2025-02,3145.83,0.00,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2025-03,3145.83,34604.17,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2025-04,3145.83,31458.33,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2025-05,3145.83,28312.50,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2025-06,3145.83,25166.67,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2025-07,3145.83,22020.83,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2025-08,3145.83,18875.00,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2025-09,3145.83,15729.17,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2025-10,3145.83,12583.33,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2025-11,3145.83,9437.50,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2025-12,3145.83,6291.67,37750.00
C-sub-init-21,sub-init-21,Gridline,starter,2026-01,3366.67,3366.67,40400.00
C-sub-init-21,sub-init-21,Gridline,starter,2026-02,3366.67,0.00,40400.00
C-sub-init-21,sub-init-21,Gridline,starter,2026-03,4358.33,47941.67,52300.00
C-sub-init-21,sub-init-21,Gridline,starter,2026-04,4358.33,43583.33,52300.00
C-sub-init-21,sub-init-21,Gridline,starter,2026-05,4358.33,39225.00,52300.00
C-sub-init-21,sub-init-21,Gridline,starter,2026-06,4358.33,34866.67,52300.00
C-sub-init-21,sub-init-21,Gridline,starter,2026-07,4358.33,30508.33,52300.00
C-sub-init-21,sub-init-21,Gridline,starter,2026-08,4358.33,26150.00,52300.00
C-sub-init-21,sub-init-21,Gridline,starter,2026-09,4358.33,21791.67,52300.00
C-sub-init-21,sub-init-21,Gridline,starter,2026-10,4358.33,17433.33,52300.00
C-sub-init-21,sub-init-21,Gridline,starter,2026-11,4358.33,13075.00,52300.00
C-sub-init-21,sub-init-21,Gridline,starter,2026-12,4358.33,8716.67,52300.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2024-01,4829.17,0.00,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2024-02,4829.17,53120.83,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2024-03,4829.17,48291.67,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2024-04,4829.17,43462.50,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2024-05,4829.17,38633.33,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2024-06,4829.17,33804.17,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2024-07,4829.17,28975.00,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2024-08,4829.17,24145.83,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2024-09,4829.17,19316.67,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2024-10,4829.17,14487.50,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2024-11,4829.17,9658.33,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2024-12,4829.17,4829.17,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2025-01,4829.17,0.00,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2025-02,4829.17,53120.83,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2025-03,4829.17,48291.67,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2025-04,4829.17,43462.50,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2025-05,4829.17,38633.33,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2025-06,4829.17,33804.17,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2025-07,4829.17,28975.00,57950.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2025-08,5595.83,27979.17,67150.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2025-09,5595.83,22383.33,67150.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2025-10,5595.83,16787.50,67150.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2025-11,5595.83,11191.67,67150.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2025-12,5595.83,5595.83,67150.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2026-01,5987.50,0.00,71850.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2026-02,5987.50,65862.50,71850.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2026-03,5987.50,59875.00,71850.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2026-04,5987.50,53887.50,71850.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2026-05,5987.50,47900.00,71850.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2026-06,5987.50,41912.50,71850.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2026-07,5987.50,35925.00,71850.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2026-08,5987.50,29937.50,71850.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2026-09,5987.50,23950.00,71850.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2026-10,5987.50,17962.50,71850.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2026-11,5987.50,11975.00,71850.00
C-sub-init-22,sub-init-22,Forklift Software,starter,2026-12,5987.50,5987.50,71850.00
C-sub-init-23,sub-init-23,Marble,growth,2024-01,20745.83,228204.17,248950.00
C-sub-init-23,sub-init-23,Marble,growth,2024-02,20745.83,207458.33,248950.00
C-sub-init-23,sub-init-23,Marble,growth,2024-03,20745.83,186712.50,248950.00
C-sub-init-23,sub-init-23,Marble,growth,2024-04,20745.83,165966.67,248950.00
C-sub-init-23,sub-init-23,Marble,growth,2024-05,20745.83,145220.83,248950.00
C-sub-init-23,sub-init-23,Marble,growth,2024-06,20745.83,124475.00,248950.00
C-sub-init-23,sub-init-23,Marble,growth,2024-07,20745.83,103729.17,248950.00
C-sub-init-23,sub-init-23,Marble,growth,2024-08,20745.83,82983.33,248950.00
C-sub-init-23,sub-init-23,Marble,growth,2024-09,20745.83,62237.50,248950.00
C-sub-init-23,sub-init-23,Marble,growth,2024-10,20745.83,41491.67,248950.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2024-01,20470.83,204708.33,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2024-02,20470.83,184237.50,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2024-03,20470.83,163766.67,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2024-04,20470.83,143295.83,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2024-05,20470.83,122825.00,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2024-06,20470.83,102354.17,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2024-07,20470.83,81883.33,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2024-08,20470.83,61412.50,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2024-09,20470.83,40941.67,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2024-10,20470.83,20470.83,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2024-11,20470.83,-0.00,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2024-12,20470.83,225179.17,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2025-01,20470.83,204708.33,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2025-02,20470.83,184237.50,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2025-03,20470.83,163766.67,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2025-04,20470.83,143295.83,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2025-05,20470.83,122825.00,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2025-06,20470.83,102354.17,245650.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2025-07,23912.50,95650.00,286950.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2025-08,23912.50,71737.50,286950.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2025-09,23912.50,47825.00,286950.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2025-10,23912.50,23912.50,286950.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2025-11,23912.50,-0.00,286950.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2025-12,23912.50,263037.50,286950.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2026-01,25587.50,255875.00,307050.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2026-02,25587.50,230287.50,307050.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2026-03,25587.50,204700.00,307050.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2026-04,25587.50,179112.50,307050.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2026-05,25587.50,153525.00,307050.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2026-06,25587.50,127937.50,307050.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2026-07,25587.50,102350.00,307050.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2026-08,25587.50,76762.50,307050.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2026-09,25587.50,51175.00,307050.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2026-10,25587.50,25587.50,307050.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2026-11,25587.50,-0.00,307050.00
C-sub-init-24,sub-init-24,Tovala Systems,growth,2026-12,25587.50,281462.50,307050.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2024-01,60725.00,546525.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2024-02,60725.00,485800.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2024-03,60725.00,425075.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2024-04,60725.00,364350.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2024-05,60725.00,303625.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2024-06,60725.00,242900.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2024-07,60725.00,182175.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2024-08,60725.00,121450.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2024-09,60725.00,60725.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2024-10,60725.00,0.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2024-11,60725.00,667975.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2024-12,60725.00,607250.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2025-01,60725.00,546525.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2025-02,60725.00,485800.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2025-03,60725.00,425075.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2025-04,60725.00,364350.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2025-05,60725.00,303625.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2025-06,60725.00,242900.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2025-07,60725.00,182175.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2025-08,60725.00,121450.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2025-09,60725.00,60725.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2025-10,60725.00,0.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2025-11,60725.00,667975.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2025-12,60725.00,607250.00,728700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2026-01,64975.00,584775.00,779700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2026-02,64975.00,519800.00,779700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2026-03,64975.00,454825.00,779700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2026-04,64975.00,389850.00,779700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2026-05,64975.00,324875.00,779700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2026-06,64975.00,259900.00,779700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2026-07,64975.00,194925.00,779700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2026-08,64975.00,129950.00,779700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2026-09,64975.00,64975.00,779700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2026-10,64975.00,0.00,779700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2026-11,64975.00,714725.00,779700.00
C-sub-init-25,sub-init-25,Quanta Stack,scale,2026-12,64975.00,649750.00,779700.00
C-sub-0-0,sub-0-0,Brightloop,growth,2024-01,16450.00,180950.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2024-02,16450.00,164500.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2024-03,16450.00,148050.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2024-04,16450.00,131600.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2024-05,16450.00,115150.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2024-06,16450.00,98700.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2024-07,16450.00,82250.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2024-08,16450.00,65800.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2024-09,16450.00,49350.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2024-10,16450.00,32900.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2024-11,16450.00,16450.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2024-12,16450.00,0.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2025-01,16450.00,180950.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2025-02,16450.00,164500.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2025-03,16450.00,148050.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2025-04,16450.00,131600.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2025-05,16450.00,115150.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2025-06,16450.00,98700.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2025-07,16450.00,82250.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2025-08,16450.00,65800.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2025-09,16450.00,49350.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2025-10,16450.00,32900.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2025-11,16450.00,16450.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2025-12,16450.00,0.00,197400.00
C-sub-0-0,sub-0-0,Brightloop,growth,2026-01,17600.00,193600.00,211200.00
C-sub-0-0,sub-0-0,Brightloop,growth,2026-02,17600.00,176000.00,211200.00
C-sub-0-0,sub-0-0,Brightloop,growth,2026-03,17600.00,158400.00,211200.00
C-sub-0-0,sub-0-0,Brightloop,growth,2026-04,17600.00,140800.00,211200.00
C-sub-0-0,sub-0-0,Brightloop,growth,2026-05,17600.00,123200.00,211200.00
C-sub-0-0,sub-0-0,Brightloop,growth,2026-06,17600.00,105600.00,211200.00
C-sub-0-0,sub-0-0,Brightloop,growth,2026-07,17600.00,88000.00,211200.00
C-sub-0-0,sub-0-0,Brightloop,growth,2026-08,17600.00,70400.00,211200.00
C-sub-0-0,sub-0-0,Brightloop,growth,2026-09,17600.00,52800.00,211200.00
C-sub-0-0,sub-0-0,Brightloop,growth,2026-10,17600.00,35200.00,211200.00
C-sub-0-0,sub-0-0,Brightloop,growth,2026-11,17600.00,17600.00,211200.00
C-sub-0-0,sub-0-0,Brightloop,growth,2026-12,17600.00,0.00,211200.00
C-sub-0-1,sub-0-1,Onspring,starter,2024-01,5112.50,56237.50,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2024-02,5112.50,51125.00,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2024-03,5112.50,46012.50,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2024-04,5112.50,40900.00,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2024-05,5112.50,35787.50,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2024-06,5112.50,30675.00,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2024-07,5112.50,25562.50,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2024-08,5112.50,20450.00,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2024-09,5112.50,15337.50,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2024-10,5112.50,10225.00,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2024-11,5112.50,5112.50,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2024-12,5112.50,0.00,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2025-01,5112.50,56237.50,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2025-02,5112.50,51125.00,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2025-03,5112.50,46012.50,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2025-04,5112.50,40900.00,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2025-05,5112.50,35787.50,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2025-06,5112.50,30675.00,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2025-07,5112.50,25562.50,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2025-08,5112.50,20450.00,61350.00
C-sub-0-1,sub-0-1,Onspring,starter,2025-09,5683.33,17050.00,68200.00
C-sub-0-1,sub-0-1,Onspring,starter,2025-10,5683.33,11366.67,68200.00
C-sub-0-1,sub-0-1,Onspring,starter,2025-11,5683.33,5683.33,68200.00
C-sub-0-1,sub-0-1,Onspring,starter,2025-12,5683.33,0.00,68200.00
C-sub-0-1,sub-0-1,Onspring,starter,2026-01,6079.17,66870.83,72950.00
C-sub-0-1,sub-0-1,Onspring,starter,2026-02,6079.17,60791.67,72950.00
C-sub-0-1,sub-0-1,Onspring,starter,2026-03,6079.17,54712.50,72950.00
C-sub-0-1,sub-0-1,Onspring,starter,2026-04,6079.17,48633.33,72950.00
C-sub-0-1,sub-0-1,Onspring,starter,2026-05,6079.17,42554.17,72950.00
C-sub-0-1,sub-0-1,Onspring,starter,2026-06,6079.17,36475.00,72950.00
C-sub-0-1,sub-0-1,Onspring,starter,2026-07,6079.17,30395.83,72950.00
C-sub-0-1,sub-0-1,Onspring,starter,2026-08,6079.17,24316.67,72950.00
C-sub-0-1,sub-0-1,Onspring,starter,2026-09,6079.17,18237.50,72950.00
C-sub-0-1,sub-0-1,Onspring,starter,2026-10,6079.17,12158.33,72950.00
C-sub-0-1,sub-0-1,Onspring,starter,2026-11,6079.17,6079.17,72950.00
C-sub-0-1,sub-0-1,Onspring,starter,2026-12,6079.17,0.00,72950.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2024-02,3808.33,41891.67,45700.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2024-03,3808.33,38083.33,45700.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2024-04,3808.33,34275.00,45700.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2024-05,3808.33,30466.67,45700.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2024-06,4895.83,34270.83,58750.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2024-07,4895.83,29375.00,58750.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2024-08,4895.83,24479.17,58750.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2024-09,4895.83,19583.33,58750.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2024-10,4895.83,14687.50,58750.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2024-11,4895.83,9791.67,58750.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2024-12,4895.83,4895.83,58750.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2025-01,4895.83,-0.00,58750.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2025-02,4895.83,53854.17,58750.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2025-03,4895.83,48958.33,58750.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2025-04,4895.83,44062.50,58750.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2025-05,5562.50,44500.00,66750.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2025-06,6837.50,47862.50,82050.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2025-07,6837.50,41025.00,82050.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2025-08,6837.50,34187.50,82050.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2025-09,6837.50,27350.00,82050.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2025-10,6837.50,20512.50,82050.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2025-11,6837.50,13675.00,82050.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2025-12,6837.50,6837.50,82050.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2026-01,7316.67,-0.00,87800.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2026-02,7316.67,80483.33,87800.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2026-03,7316.67,73166.67,87800.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2026-04,8604.17,77437.50,103250.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2026-05,8604.17,68833.33,103250.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2026-06,8604.17,60229.17,103250.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2026-07,8604.17,51625.00,103250.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2026-08,8604.17,43020.83,103250.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2026-09,8604.17,34416.67,103250.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2026-10,8604.17,25812.50,103250.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2026-11,8604.17,17208.33,103250.00
C-sub-1-0,sub-1-0,Vellum Data,starter,2026-12,8604.17,8604.17,103250.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2024-02,4237.50,46612.50,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2024-03,4237.50,42375.00,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2024-04,4237.50,38137.50,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2024-05,4237.50,33900.00,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2024-06,4237.50,29662.50,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2024-07,4237.50,25425.00,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2024-08,4237.50,21187.50,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2024-09,4237.50,16950.00,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2024-10,4237.50,12712.50,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2024-11,4237.50,8475.00,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2024-12,4237.50,4237.50,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2025-01,4237.50,0.00,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2025-02,4237.50,46612.50,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2025-03,4237.50,42375.00,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2025-04,4237.50,38137.50,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2025-05,4237.50,33900.00,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2025-06,4237.50,29662.50,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2025-07,4237.50,25425.00,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2025-08,4237.50,21187.50,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2025-09,4237.50,16950.00,50850.00
C-sub-1-1,sub-1-1,Cobblestone Labs,starter,2025-10,4237.50,12712.50,50850.00
